name,url,phone,cnpj,streetAddress,neighborhood,zipcode,rating,email,cuisine,priceRange,regiao,instagramUrl,instagram_profile_url,instagram_user_id,seguidores,perfil_do_lead,punch_line
Confeitaria Marina Murno | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/confeitaria-marina-murno-palmeiras-de-sao-jose/7dcc850c-350d-43f0-b51c-afd1bbd3b5fb,12996570505,49327799000114,RUA HELENA TIRELLO ALVARENGA SOUZA 480,PALMEIRAS DE SAO JOSE,12237870,5,marina.murno@gmail.com,"""Doces &amp; Bolos""","""$""",Sao Jose Dos Campos,https://www.instagram.com/marinamurnoconfeitaria/,https://www.instagram.com/marinamurnoconfeitaria/,17774372628,,"A Confeitaria Marina Murno é especializada em doces e bolos, operando na região de São José dos Campos, especificamente no bairro Palmeiras de São José.",Aborde mencionando a presença no iFood e destaque a importância de parcerias locais.
Point do Churrasco | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/point-do-churrasco-bosque-dos-eucaliptos/a2e4641a-dae6-41a9-aef3-49a5d7a4e7c6,1297608401,32419242000100,Avenida Ouro Fino 862,Bosque dos Eucaliptos,12233400,4.9,joaocarlosribeiroj@hotmail.com,"""Marmita""","""$""",Sao Jose Dos Campos,https://www.instagram.com/pointdochurrascosjc/,https://www.instagram.com/pointdochurrascosjc/,53046447049,672,"Point do Churrasco é um estabelecimento em São José dos Campos que oferece marmitas e pratos de churrasco, com destaque para espetos variados e medalhões de frango. A operação inclui um cardápio diversificado, que também oferece pudins deliciosos, indicado pelos destaques do Instagram.","Gancho: destaque a variedade de espetos e o preço acessível de R$10,00."
Cavalo Açai e Milkshake | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/cavalo-acai-e-milkshake-jardim-oriente/e8b5d302-55a2-4756-a98f-839d3547e89a,1298872252,51733052000299,R. Hondo 382,Jardim Oriente,12236100,4.8,ramoscontabilidade@bol.com.br,"""Açaí""","""$""",Sao Jose Dos Campos,https://www.instagram.com/megamilkshake.oficial/,https://www.instagram.com/megamilkshake.oficial/,58086046278,1.606,"Cavalo Açai e Milkshake é uma lanchonete localizada em São José dos Campos, especializada em açaí e milkshakes. A operação inclui um ambiente decorado com temas de sorvete e oferece açaí com complementos, além de milkshakes variados. Os destaques no Instagram mostram informações sobre seus produtos e horários de funcionamento.",Gancho: destaque a decoração temática e a variedade de complementos no açaí.
Doceria da Isa | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/doceria-da-isa-parque-dos-ipes/42345e68-2fbc-4545-87f6-7d372a779451,12991462790,59790084000157,Avenida José Esperidião dos Santos 200,Parque dos Ipes,12200000,5,isabela.facio@hotmail.com,"""Doces &amp; Bolos""","""$""",Sao Jose Dos Campos,https://www.instagram.com/doceriadaisa_0/,https://www.instagram.com/doceriadaisa_0/,66487153765,760,"A Doceria da Isa é uma doceria localizada em São José dos Campos, especializada em doces e bolos. A operação inclui a venda de sobremesas variadas, como ovos de chocolate e tortas, e está presente no iFood. Os destaques do Instagram mostram a participação em datas comemorativas como Páscoa e Dia das Mães.",Gancho: comente sobre a apresentação do ovo de chocolate no último post.
Cadê Meu Copo?! Copos da Felicidade | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/cade-meu-copo--copos-da-felicidade-jardim-satelite/6ff7c0c4-cc72-4dda-a440-cf58df51bd12,12991810803,13860845000107,Rua José Guilherme de Almeida 620,Jardim Satélite,12231810,4.9,annapsilva32@hotmail.com,"""Doces &amp; Bolos""","""$$""",Sao Jose Dos Campos,https://www.instagram.com/cademeucoposjc/,https://www.instagram.com/cademeucoposjc/,44255751135,1.419,"É um estabelecimento especializado em doces e bolos, localizado em São José dos Campos, no bairro Jardim Satélite. A operação inclui pronta entrega e delivery de docinhos, tortas e quiches, com horários de entrega bem definidos. Os destaques no Instagram mostram a variedade de produtos, incluindo sobremesas em copos com camadas de creme, frutas e chocolate, além de feedbacks de clientes.",Gancho: elogie a apresentação dos copos de sobremesa no último post.
PIMENTINHA FOOD dia e noite | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/pimentinha-food-dia-e-noite-cidade-morumbi/7d05c312-a513-4457-999c-6028bad5355d,1288096620,55023119000171,Avenida Arthur Antônio dos Santos 470,Cidade Morumbi,12236440,4.8,josipontes05@gmail.com,"""Comida Brasileira""","""$""",Sao Jose Dos Campos,https://www.instagram.com/pimentinha_foods/,https://www.instagram.com/pimentinha_foods/,46847587253,1.900,"PIMENTINHA FOOD é um restaurante localizado em São José dos Campos, especializado em comida brasileira. Oferece diversas opções como tábuas de frios, almoços executivos e jantinhas com espetos de churrasco. O estabelecimento também realiza eventos temáticos, como o Arraiá do Pimentinha Cozinha e Bar, que inclui comidas típicas, música e diversão.",Gancho: destaque o sucesso do Arraiá do Pimentinha Cozinha e Bar.
Bello Bolo - Doceria | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/bello-bolo---doceria-parque-residencial-aquarius/881a8d08-0252-4a5e-8e8c-75c1f624f2eb,12974086414,47449946000101,Rua das Baleias 95,Parque Residencial Aquarius,12246290,4.9,dudaheidorne@gmail.com,"""Doces &amp; Bolos""","""$""",Sao Jose Dos Campos,https://www.instagram.com/bellaaquariuspadaria/,https://www.instagram.com/bellaaquariuspadaria/,34029811055,6.198,"Bella Aquarius Padaria é uma padaria que oferece um buffet diário com pratos especiais, incluindo opções como Virado à Paulista, Feijoada, Festival de Massas e Sushi. A operação inclui confeitaria, salgados, café da manhã e pães, além de atender a clientes com pets. A padaria valoriza o atendimento ao cliente e se posiciona como parte do dia a dia dos consumidores.",Gancho: destaque o buffet variado e pergunte sobre a popularidade do sushi às sextas-feiras.
Kpricho Lanches | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/kpricho-lanches-bosque-dos-eucaliptos/3769f166-3ca2-444e-a6b2-754dc3692f35,1291168890,48250324000104,Avenida Andrômeda 2730,Bosque dos Eucaliptos,12233001,4.8,samanthafronconi@hotmail.com,"""Lanches""","""$""",Sao Jose Dos Campos,,,,,,
Marmitaria Chef Elohim | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/marmitaria-chef-elohim-jardim-satelite/da09fb1d-1a83-4fd3-8e7d-c2256bd5ec2c,1297707123,62408840000145,Avenida Perseu 80,Jardim Satélite,12230470,4.8,moacir.sjc@hotmail.com,"""Comida Brasileira""","""$""",Sao Jose Dos Campos,https://www.instagram.com/elohim_refeicoes/,https://www.instagram.com/elohim_refeicoes/,49002469939,575,"A Marmitaria Chef Elohim é um estabelecimento em São José dos Campos, especializado em comida brasileira. Oferece pratos variados, incluindo opções de sorvetes e refeições completas, como feijão, arroz, farofa, vinagrete e carnes. O local também é identificado como uma lanchonete, transmitindo uma mensagem de felicidade aos seus clientes.",Gancho: destaque a mensagem 'Sirva-se de felicidade!' do letreiro luminoso.
Barismo - Vila Sanja | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/barismo---vila-sanja-jardim-america/fee40331-fe41-4af4-8e62-e5ab0f2288ed,1297473373,36955933000180,RUA BARILOCHE 160,JARDIM AMERICA,12235320,4.9,ferreira.rafaelmoffa@gmail.com,"""Comida Brasileira""","""$""",Sao Jose Dos Campos,https://www.instagram.com/barismo.vilasanja/,https://www.instagram.com/barismo.vilasanja/,17774372628,,"Barismo é um restaurante especializado em comida brasileira localizado no bairro Jardim América, em São José dos Campos. A operação está presente no iFood, oferecendo pratos típicos da culinária nacional.",Aborde destacando a presença no iFood e a especialização em comida brasileira.
Mão na Brasa | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/mao-na-brasa-parque-industrial/e533c163-41cd-4c8d-825a-23132cf96a0d,1296011670,62089948000112,Rua Palmares 568,Parque Industrial,12235620,4.7,michaeldiegomendes98@gmail.com,"""Comida Brasileira""","""$""",Sao Jose Dos Campos,https://www.instagram.com/mao.nabrasa/,https://www.instagram.com/mao.nabrasa/,21222357930,784,"Mão na Brasa é um estabelecimento em São José dos Campos especializado em churrasco e comida brasileira. Oferece um buffet variado com cortes de carne como ancho, picanha e costela, além de opções de marmitex e pratos promocionais. O restaurante também está presente no iFood, atendendo a região do Parque Industrial.",Gancho: destaque a promoção de marmitex com a sexta unidade gratuita.
I Love Cacau - Doces &amp; Sobremesas | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/i-love-cacau---doces--sobremesas-bosque-dos-eucaliptos/08ac0e90-9027-44b3-910d-fb81ad0dfd0e,1296135211,23507523000124,Avenida Cidade Jardim 4918,Bosque dos Eucaliptos,12233002,5,ilovecacaubackup@gmail.com,"""Doces &amp; Bolos""","""$""",Sao Jose Dos Campos,https://www.instagram.com/ilovecacau_sjc/,https://www.instagram.com/ilovecacau_sjc/,10360934336,5.171,"I Love Cacau é uma doceria em São José dos Campos especializada em doces e bolos, com foco em produtos de Páscoa. Oferece serviços de delivery e pronta entrega, operando de segunda a sábado. A loja está localizada na Av. Cidade Jardim, no bairro Bosque dos Eucaliptos. A operação inclui presença no iFood, onde é reconhecida por suas sobremesas.",Gancho: destaque o serviço de delivery ativo e a localização conveniente.
Felizardo Gastronomia | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/felizardo-gastronomia-jardim-satelite/ed8f1dc7-8651-4153-96e0-9aae8b1e9f97,1288494718,33822197000101,Avenida Cidade Jardim 2453,Jardim Satélite,12231675,5,laura.primerano@gmail.com,"""Comida Asiática""","""$""",Sao Jose Dos Campos,https://www.instagram.com/felizardogastronomia/,https://www.instagram.com/felizardogastronomia/,52648101270,2.504,"Felizardo Gastronomia é um restaurante especializado em comida asiática localizado em São José dos Campos, no bairro Jardim Satélite. A operação inclui a oferta de comida de rua acessível para todos os paladares. Os destaques do Instagram incluem informações sobre projetos e clientes.",Gancho: destaque a acessibilidade da comida de rua para todos os paladares.
Cantinho do Açai | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/cantinho-do-acai-jardim-satelite/9bb258d8-852a-4cf9-a895-afb99f217676,3598758317,58115081000155,Rua Cisne 51,Jardim Satélite,12230140,4.9,rrayane.allmeida@gmail.com,"""Açaí""","""$""",Sao Jose Dos Campos,https://www.instagram.com/cantinho_do_acaiii_/,https://www.instagram.com/cantinho_do_acaiii_/,58856806138,623,"Cantinho do Açaí é um estabelecimento em São José dos Campos, especializado em açaí, localizado no bairro Jardim Satélite. Oferece uma variedade de combinações de açaí com diversos complementos, como Nutella, morangos, granola e confeitos de chocolate. A operação inclui a venda de sobremesas criativas e atrativas, destacando-se pela apresentação visual dos produtos.",Gancho: elogie a apresentação criativa das sobremesas no Instagram.
Marmitaria &amp; Restaurante Souza | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/marmitaria--restaurante-souza-cidade-morumbi/15ff52d9-307e-4224-9ea9-33baa8fc5f58,1281378020,55880047000189,Av. Eliane Maria Barbiere Soares 672,Cidade Morumbi,12236572,4,shirleysouzq@gmail.com,"""Marmita""","""$""",Sao Jose Dos Campos,https://www.instagram.com/souza_marmitas/,https://www.instagram.com/souza_marmitas/,57297862949,307,"É um restaurante e marmitaria localizado em São José dos Campos, no bairro Cidade Morumbi, especializado em oferecer marmitas. O estabelecimento está presente no iFood, permitindo pedidos online. Os posts destacam pratos variados com alimentos como arroz, feijão, carnes e acompanhamentos, além de comunicados sobre horários de funcionamento em épocas festivas.",Gancho: comente sobre a variedade e apresentação dos pratos nas fotos mais recentes.
Bolo da Vovó Jardim Satélite (av Iguape) | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/bolo-da-vovo-jardim-satelite-av-iguape-jardim-satelite/ed6cfef9-141c-4f79-9f96-adcd0769ac2f,1292092370,35790447000196,Avenida Iguape 399,Jardim Satélite,12230720,4.9,welington-camargo@hotmail.com,"""Doces &amp; Bolos""","""$$""",Sao Jose Dos Campos,https://www.instagram.com/bolodavovo.sjcsatelite/,https://www.instagram.com/bolodavovo.sjcsatelite/,56677211661,1.095,"É uma confeitaria especializada em doces e bolos localizada em São José dos Campos, no bairro Jardim Satélite. A operação inclui entregas e promoções, com destaque para o carinho no atendimento e na apresentação dos produtos.",Gancho: elogie a frequência e qualidade dos vídeos postados.
Cookeria - Doce Delícia da Lê | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/cookeria---doce-delicia-da-le-jardim-vale-do-sol/f381a151-59f1-40bd-bd70-9364a4a76b92,1282720015,61635569000118,Rua Catu 224,Jardim Vale do Sol,12238150,4.9,luizinhotorres32@gmail.com,"""Doces &amp; Bolos""","""$""",Sao Jose Dos Campos,https://www.instagram.com/deliciiass_da_le/,https://www.instagram.com/deliciiass_da_le/,48280157763,1.652,"Cookeria - Doce Delícia da Lê é uma confeitaria especializada em doces e bolos, localizada em São José dos Campos, no bairro Jardim Vale do Sol. A operação inclui a produção de bolos personalizados e típicos, além de ovos de chocolate para datas comemorativas como Páscoa e Natal. O estabelecimento oferece cursos e divulgações relacionadas à confeitaria.",Gancho: elogie a elegância do bolo marmorizado com flores comestíveis.
Chitara Pasteis e Açai  | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/chitara-pasteis-e-acai-conjunto-residencial-dom-pedro-i/73287740-9066-4534-a890-d9be51bad259,1288774334,42659770000190,Rua Alice Arbex 96,Conjunto Residencial Dom Pedro I,12232650,4.7,cr68794@gmail.com,"""Pastel""","""$""",Sao Jose Dos Campos,https://www.instagram.com/chitara_delivery/,https://www.instagram.com/chitara_delivery/,48419269535,1.119,"Chitara Pasteis e Açaí é um estabelecimento localizado em São José dos Campos, especializado em pastéis e açaí, com presença no iFood. O perfil destaca o agradecimento aos clientes e a Deus, além de celebrar a marca de 1.000 seguidores no Instagram.",Comente sobre a conquista dos 1.000 seguidores no Instagram para iniciar a conversa.
Confeitaria Amoreira - Doces &amp; Bolos | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/confeitaria-amoreira---doces--bolos-cidade-morumbi/f2b05604-7c51-4e01-9072-fe2f6c8bb6b6,1297250312,58016588000151,Rua Zélia Albuquerque dos Santos 185,Cidade Morumbi,12236680,4.9,lel227808@gmail.com,"""Doces &amp; Bolos""","""$""",Sao Jose Dos Campos,https://www.instagram.com/confeitaria_amoreira/,https://www.instagram.com/confeitaria_amoreira/,17774372628,,"É uma confeitaria especializada em doces e bolos, localizada no bairro Cidade Morumbi, em São José dos Campos. A operação está presente no iFood, oferecendo suas delícias para a região.",Inicie a conversa destacando a presença no iFood e a especialização em doces e bolos.
Doce Café - Café - Marmitex | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/doce-cafe---cafe---marmitex-floradas-de-sao-jose/08d11294-5416-4d89-8319-472434706cc7,12991319866,57585533000108,Av. Andrômeda 693,Floradas de São José,12230000,4.9,marcosgalvao.002@gmail.com,"""Cafeteria""","""$""",Sao Jose Dos Campos,https://www.instagram.com/cafes.sjc/,https://www.instagram.com/cafes.sjc/,49490570009,3.090,"É uma cafeteria localizada em São José dos Campos, destacando-se por uma variedade de ambientes e conceitos, como Piccola Panetteria e Madah Café & Bistro. A operação inclui a venda de cafés, biscoitos e outras bebidas, com presença em plataformas de entrega como o iFood.",Gancho: elogie a apresentação do café com latte art no último post.
Restaurante &amp; Marmitaria - Anna Bella | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/restaurante--marmitaria---anna-bella-cidade-morumbi/b2698f4d-b26d-4e3f-b646-d43c58a11091,1282964396,56050116000190,Avenida Eliane Maria Barbiere Soares 672,Cidade Morumbi,12236570,4,lindineidedasilva8839@gmail.com,"""Comida Brasileira""","""$""",Sao Jose Dos Campos,https://www.instagram.com/marbellesjc/,https://www.instagram.com/marbellesjc/,3514089814,,"É um restaurante e marmitaria localizado em São José dos Campos, especializado em comida brasileira. A operação inclui um rodízio e um cardápio variado, com pratos e sobremesas que atraem influencers e clientes. Os destaques no Instagram mostram a variedade de rodízios, pratos, cardápio, sobremesas e a interação com influencers.",Gancho: elogie a apresentação dos pratos no vídeo mais recente.
Camila Moraes Brigadeiros - Vale Sul Shopping | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/camila-moraes-brigadeiros---vale-sul-shopping-jardim-satelite/cedeae9d-ed8e-4853-adb5-cf53fcd2f53c,12981559970,23243549000293,Avenida Andrômeda 227,Jardim Satélite,12230000,5,camilamoraes.oli@gmail.com,"""Doces &amp; Bolos""","""$""",Sao Jose Dos Campos,https://www.instagram.com/camilamoraesbrigadeiros/,https://www.instagram.com/camilamoraesbrigadeiros/,2065335065,6.127,"Camila Moraes Brigadeiros é um quiosque localizado no Vale Sul Shopping em São José dos Campos, especializado em doces e bolos. A operação inclui a venda de brigadeiros, bolos e produtos como wafers recheados com Nutella. Os destaques do perfil mostram a variedade de produtos oferecidos, incluindo brigadeiros e bolos.",Gancho: comente sobre os wafers recheados com Nutella apresentados no último post.
Vale Burguer e Açai | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/vale-burguer-e-acai-jardim-oriente/baf8dbe5-0799-44a8-bd14-7c7cbc99b44c,1282937530,51733052000108,R. Hondo 383,Jardim Oriente,12236100,4.8,alex10almeida@yahoo.com.br,"""Lanches""","""$""",Sao Jose Dos Campos,https://www.instagram.com/burguerland.sjc/,https://www.instagram.com/burguerland.sjc/,31987899369,,"Burguerland é uma hamburgueria localizada em São José dos Campos, especializada em lanches. Oferece informações sobre horários, endereços, opções de pagamento e feedback dos clientes. A operação inclui entrega rápida em diversos bairros, conforme destacado em suas postagens.",Mencione a eficiência na entrega rápida destacada no último post.
American Burguer Combo e Açai | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/american-burguer-combo-e-acai-jardim-oriente/338fac1b-7a10-430b-a91f-57c741b54923,1288722524,51733052000450,RUA HONDO 381,JARDIM ORIENTE,12236100,4.9,ramoscontabilidade@bol.com.br,"""Lanches""","""$""",Sao Jose Dos Campos,https://www.instagram.com/detroitsjc/,https://www.instagram.com/detroitsjc/,17774372628,,"É um estabelecimento especializado em lanches, oferecendo uma combinação de hambúrgueres americanos e açaí, localizado no bairro Jardim Oriente, em São José dos Campos.",Inicie destacando a popularidade dos combos de hambúrguer e açaí na região.
Pudim da Cris | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/pudim-da-cris-jardim-das-industrias/559b9f5e-b528-42ad-b89d-29fb70560e39,1297827020,48047685000158,Rua Ibate 338,Jardim das Indústrias,12241050,5,elietecmaciel2016@gmail.com,"""Doces &amp; Bolos""","""$""",Sao Jose Dos Campos,https://www.instagram.com/ceudepudim/,https://www.instagram.com/ceudepudim/,39272227728,3.623,"Pudim da Cris é um estabelecimento especializado em doces e bolos, localizado em São José dos Campos, no bairro Jardim das Indústrias. A operação inclui a venda de pudins, como indicado por seus posts, e está presente no iFood, facilitando o acesso aos seus produtos. Os destaques do perfil mostram informações sobre feedbacks, produção, localização e horários, além de uma linha especial para festas.",Gancho: destaque o pudim diet do último post.
"Vivi Caldinhos, Doces, Açai, Chocolates e Presentes | SAO JOSE DOS CAMPOS | iFood",https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/vivi-caldinhos-doces-acai-chocolates-e-presentes-jardim-portugal/9c093148-d2bd-46fd-8e28-e35574cc7bf5,1292158128,36653803000192,Travessa dos Portugueses 16,Jardim Portugal,12232140,4.9,eliaserenata370@gmail.com,"""Cozinha Rápida""","""$""",Sao Jose Dos Campos,https://www.instagram.com/vividoces.confeitariaa/,https://www.instagram.com/vividoces.confeitariaa/,57512440744,446,"Vivi Caldinhos, Doces, Açai, Chocolates e Presentes é um estabelecimento localizado em São José dos Campos, especializado em confeitaria e presentes. A operação inclui a venda de cestas personalizadas com itens como pães, frutas, doces e bebidas, além de produtos temáticos para datas comemorativas como Natal, Páscoa e Carnaval.",Gancho: elogie a apresentação das cestas de presente no último post.
Ohana Marmitaria | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/ohana-marmitaria-jardim-satelite/cc45a5ff-27e5-4f47-a1fc-bbb27fef059e,12988147893,46916181000100,Rua Canopus 270,Jardim Satélite,12230460,4.5,jairo_jlb@hotmail.com,"""Marmita""","""$""",Sao Jose Dos Campos,https://www.instagram.com/ohanamarmitaria/,https://www.instagram.com/ohanamarmitaria/,19381601795,894,"Ohana Marmitaria é um estabelecimento em São José dos Campos especializado em marmitas, oferecendo uma variedade de pratos como almôndegas, bife acebolado, parmegiana e filé de peixe frito. A operação inclui entrega via iFood, destacando a praticidade e a comida caseira quentinha.",Gancho: destaque a conveniência do serviço de delivery para clientes ocupados.
Lalloma Confeitaria | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/lalloma-confeitaria-alto-da-ponte/e9eba1d6-59e6-4c7f-9b3d-219241281f46,1288142293,60902979000115,Estrada Municipal Pedro Moacir de Almeida 38,Alto da Ponte,12212452,5,paloma.prates1994@gmail.com,"""Doces &amp; Bolos""","""$""",Sao Jose Dos Campos,https://www.instagram.com/lallomaconfeitaria/,https://www.instagram.com/lallomaconfeitaria/,49855191416,984,"Lalloma Confeitaria é uma confeitaria localizada em São José dos Campos, especializada em doces e bolos. A operação inclui a criação de bolos decorados e produtos de confeitaria sofisticados, como ovos de chocolate decorados. Os destaques do Instagram mostram a dedicação aos clientes e temas personalizados para ocasiões especiais.",Elogie a criatividade no bolo temático de bananas e pijamas.
Polly Palma Doceria Gourmet | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/polly-palma-doceria-gourmet-jardim-satelite/f91a2006-a979-41b4-bb91-cfd2a0c4f186,1296692775,54612399000190,R. Letícia 90,Jardim Satélite,12230840,5,pollypalmadoceira@gmail.com,"""Doces &amp; Bolos""","""$""",Sao Jose Dos Campos,https://www.instagram.com/pollypalma_doces/,https://www.instagram.com/pollypalma_doces/,46575351085,,"Polly Palma Doceria Gourmet é um espaço especializado em eventos e café colonial, localizado em São José dos Campos, no bairro Jardim Satélite. O estabelecimento é pet friendly e oferece doces finos, atendendo tanto o público corporativo quanto clientes individuais. Os destaques do perfil incluem a produção de doces, feedbacks de clientes e a oferta de um ambiente acolhedor e bem decorado.",Gancho: elogie a decoração e o ambiente acolhedor mostrado no último post.
Janta e Lanches Paraíso Gourmet  | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/janta-e-lanches-paraiso-gourmet-vila-dirce/5728181b-1536-48d0-a54b-01881d1b0f90,1199999999,61586543000127,Rua José Fernando de Almeida Moura 12,Vila Dirce,12213050,4.9,pedrinhogif.ph@gmail.com,"""Cozinha Rápida""","""$""",Sao Jose Dos Campos,https://www.instagram.com/oficialparaisolanches/,https://www.instagram.com/oficialparaisolanches/,55034668518,7.334,"Paraíso's é uma lanchonete e pizzaria localizada em Campos dos Goytacazes, oferecendo uma variedade de pizzas, hambúrgueres e pastéis. A operação destaca-se pelo uso de ingredientes frescos, massa crocante e combinações saborosas. O estabelecimento incentiva pedidos via WhatsApp e promove a satisfação dos clientes como sua melhor propaganda.",Gancho: elogie a promoção do 'Feliz Dia do Cliente' e destaque a importância da satisfação do cliente.
Restaurante  Marmitaria Cidade Jardim | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/restaurante--marmitaria-cidade-jardim-bosque-dos-eucaliptos/c1e010c3-b62f-4144-affa-b802b3f931b1,1198454896,56980588000141,Av. Cidade Jardim 4585,Bosque dos Eucaliptos,12232000,4.9,fabiofast_vendas@yahoo.com.br,"""Comida Brasileira""","""$""",Sao Jose Dos Campos,,,,,,
Geladinho Gourmet &amp; Açai | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/geladinho-gourmet--acai-vila-sao-benedito/8a5fa5f0-05b6-44fc-b05b-763f00dfbb75,12997706103,64417372000109,Rua Teodomiro José da Costa 478,Vila São Benedito,12227030,4.9,,"""Açaí""","""$""",Sao Jose Dos Campos,https://www.instagram.com/jm.geladinhos/,https://www.instagram.com/jm.geladinhos/,48400426296,818,"É um negócio especializado na venda de geladinhos gourmet, oferecendo sabores como Nutella, maracujá, creme com morango e chocolate com Oreo. A operação inclui a venda de produtos através do iFood em São José dos Campos, com destaque para a qualidade e apresentação dos produtos.",Gancho: destaque o apelo visual dos geladinhos gourmet no último post.
Cris Cake - Bolos  Doces e salgados Gourmet  | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/cris-cake---bolos--doces-e-salgados-gourmet-centro/563d5663-44ce-4c61-81e0-218a595e9a2d,1296813973,59223691000135,Avenida Marechal Floriano Peixoto 649,Centro,12210030,4.9,aguiarkelly634@gmail.com,"""Cozinha Rápida""","""$""",Sao Jose Dos Campos,https://www.instagram.com/cris_cake_bolos_sobremesas/,https://www.instagram.com/cris_cake_bolos_sobremesas/,74195668325,190,"Cris Cake é um estabelecimento em São José dos Campos especializado em bolos, doces e salgados gourmet. Atua na área de cozinha rápida e está presente no iFood, oferecendo seus produtos para a região do Centro.",Inicie mencionando a compreensão sobre os desafios de precificação na Páscoa.
Doces &amp; Sobremesas Artesanais - Delícias da Migaa | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/doces--sobremesas-artesanais---delicias-da-migaa-jardim-das-industrias/7efab7f8-e79b-47e3-aca4-64580de6e6c8,12965514691,62502681000143,Rua Heitor de Andrade 2023,Jardim das Indústrias,12241000,5,bruna2601@gmail.com,"""Doces &amp; Bolos""","""$""",Sao Jose Dos Campos,https://www.instagram.com/deliciadocees_/,https://www.instagram.com/deliciadocees_/,67039100802,2.363,"É um negócio especializado em doces e sobremesas artesanais, com foco em entregas de produtos de confeitaria. A operação inclui a produção e entrega de doces, com um catálogo disponível e depoimentos de clientes. Atua na região de São José dos Campos, especificamente no bairro Jardim das Indústrias.",Gancho: elogie a consistência do conteúdo em vídeo nos posts recentes.
