name,url,phone,cnpj,streetAddress,neighborhood,zipcode,rating,email,cuisine,priceRange,regiao,instagramUrl,instagram_profile_url,instagram_user_id,seguidores,perfil_do_lead,punch_line
Temperao Lanches | FLORIANOPOLIS | iFood,https://www.ifood.com.br/delivery/florianopolis-sc/temperao-lanches-costeira-do-pirajubae/72db2e2c-f58d-45f2-b41a-ed5e4c179890,48996721811,95876256000173,Avenida Governador Jorge Lacerda 1408,Costeira do Pirajubaé,88047003,4.7,,"""Lanches""","""$$""",Florianópolis,https://www.instagram.com/temperaochoppbar/,https://www.instagram.com/temperaochoppbar/,1967039468,,"O perfil parece ser de um estabelecimento gastronômico em Florianópolis, especializado em lanches, pizzas e drinks. A frequência de posts sugere uma presença ativa nas redes sociais, com foco em vídeos. Os destaques organizam o conteúdo em categorias específicas, indicando uma variedade de ofertas no cardápio.","Considere explorar como os vídeos podem destacar ainda mais a experiência gastronômica única que o Temperao Lanches oferece em Florianópolis, talvez mostrando o preparo dos lanches ou a interação com os clientes."
Brutao  Sanduiches  e Hot Dog | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/brutao--sanduiches--e-hot-dog-setor-leste-universitario/07518ec3-531b-4ea0-ab1a-b4c55d31a517,62985071874,63138413000157,Praça São Francisco de Assis 148,Setor Leste Universitário,74603141,4.4,cpaeuzebio@gmail.com,"""Cozinha Rápida""","""$""",GO,,,,,,
Ze Maria Sanduiches e Hot Dogs | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/ze-maria-sanduiches-e-hot-dogs-setor-leste-universitario/48bfc3b0-9618-412a-8804-ee02bc837279,62985071874,65071687000100,Praça São Francisco de Assis 148,Setor Leste Universitário,74603141,4.5,,"""Lanches""","""$""",GO,,,,,,
Feijoada da Lucy | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/feijoada-da-lucy-jardim-goias/6e998a6c-4430-4a2f-9862-0a7fcae8f853,62991637336,42147548000109,Rua 6-A 547,Jardim Goiás,74805348,4.9,coopmego99@gmail.com,"""Comida Brasileira""","""$""",GO,,,,,,
Restaurante e Marmitaria mineirinho | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/restaurante-e-marmitaria-mineirinho-setor-campinas/8b06fb99-c292-45f3-962f-0e9dba3c8997,62999105863,61256364000121,Rua Ipameri 631,Setor Campinas,74525030,4.8,diegoewattsonia@hotmail.com,"""Marmita""","""$""",GO,,,,,,
Açaí Open | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/acai-open-jardim-america/36d87dd3-1750-4a9d-8aa3-ef04f5f4c33a,62993835361,62044023000155,Rua C-36 0,Jardim América,74265260,4.8,juninhogpsj@gmail.com,"""Açaí""","""$""",GO,,,,,,
Doutor Açaí Jardim América | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/doutor-acai-jardim-america-jardim-america/4c58a24d-5f5c-499c-b634-fe24a46afca2,62991822809,60631325000102,Avenida C 1 856,Jardim América,74265010,4.7,doutacaij.america@gmail.com,"""Açaí""","""$""",GO,,,,,,
Kenya Hellou Bolos Doces e Presentes | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/kenya-hellou-bolos-doces-e-presentes-jardim-america/838dde12-f7e0-4666-99dc-538630e136ba,62998493843,37044752000164,Rua C156 284,Jardim América,74275160,4.8,kenyahellou@gmail.com,"""Doces &amp; Bolos""","""$$""",GO,,,,,,
Açai do Josy | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/acai-do-josy-setor-pedro-ludovico/c61ca681-c066-4954-a5e8-033e1f64fac0,62983391387,53577613000152,Avenida Antônio Martins Borges 839,Setor Pedro Ludovico,74825020,4.9,josemarserafimsantos@gmail.com,"""Açaí""","""$""",GO,,,,,,
Cocoricó Frango Frito | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/cocorico-frango-frito-setor-central/df1acf22-b27c-45ee-b3ce-478b47153f63,62999035992,48032556000196,ALAMEDA BOTAFOGO 494,SETOR CENTRAL,74030020,4.9,tinenzomoveis@gmail.com,"""Frangos""","""$""",GO,,,,,,
Brigaduco Doces - O Melhor Brownie de Goiânia  | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/brigaduco-doces---o-melhor-brownie-de-goiania-setor-central/fc011f41-552d-4fcb-8ae7-b90cd50c0414,62991484206,43819575000143,RUA 18 117,SETOR CENTRAL,74030040,4.8,seta.contabilidade.rh@gmail.com,"""Doces &amp; Bolos""","""$""",GO,,,,,,
Caldos da Vóvó joaninha  | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/caldos-da-vovo-joaninha-jardim-america/1924812b-3b77-48df-81b7-733da2300e8b,62996752694,42328433000110,Avenida C177 750,Jardim América,74250050,4.9,ciciliaf.barbosa@gmail.com,"""Cozinha Rápida""","""$""",GO,,,,,,
Só Caldos | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/so-caldos-setor-sol-nascente/22c3996b-3aef-4b38-8937-579f4f9e5572,62982859203,33332480000147,Rua C 54 Q 20 765,Setor Sol Nascente,74410155,4.8,,"""Carnes""","""$$""",GO,,,,,,
Quiero Mais | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/quiero-mais-setor-central/4826bc04-da8d-4b91-a331-88bc92674c39,62994642226,51664479000100,Avenida Paranaíba 1377,Setor Central,74025030,4.8,palomat.2@outlook.com,"""Marmita""","""$""",GO,,,,,,
Pizzaria Forno Quente - Setor Sul  | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/pizzaria-forno-quente---setor-sul-jardim-goias/5938a782-495a-4e9e-9557-1f92b07e1651,62993662772,51184030000136,Avenida C 372,Jardim Goiás,74710310,4.4,nicolemtalalayv@hotmail.com,"""Pizza""","""$""",GO,,,,,,
Casa Diniz Assados - Marmitex e Comida Brasileira  | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/casa-diniz-assados---marmitex-e-comida-brasileira-jardim-america/6a5cae77-191f-44c1-b5b1-656c380e721b,62983281170,26227391000175,Avenida C 182 934,Jardim América,74275020,4.6,dinizz.lucas@outlook.com,"""Comida Brasileira""","""$""",GO,,,,,,
Burger Aqui ! | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/burger-aqui--setor-central/705df8c7-0085-462d-b3ca-774ae9b70b95,62981328516,46844198000190,RUA 10 493,SETOR CENTRAL,74030010,4.7,hamburgueria372@gmail.com,"""Lanches""","""$""",GO,,,,,,
Amada Parmegiana - Jardim Goiás | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/amada-parmegiana---jardim-goias-jardim-goias/ba3b7848-d64a-4d37-8d56-8756b730f09b,62982967323,57732742000129,Rua 37 372,Jardim Goiás,74805390,4.4,quintinosaleseng@gmail.com,"""Comida Brasileira""","""$""",GO,,,,,,
Caseirinho Delivery marmitex | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/caseirinho-delivery-marmitex-jardim-america/dd2977a7-d4bd-4bbc-8706-4c0c17767e44,62996119315,50421786000199,RUA C-133 49,JARDIM AMERICA,74255210,4.6,kelianefernandesdacosta967@gmail.com,"""Marmita""","""$""",GO,,,,,,
Açaí Bueno | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/acai-bueno-jardim-america/1df26f6a-3508-4b25-9bc7-9b6ead36f6a8,62981867189,62016976000100,Rua C-36 0,Jardim América,74265260,4.8,miriellemheloisa98@gmail.com,"""Açaí""","""$""",GO,,,,,,
Açaí do Madruga | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/acai-do-madruga-setor-marista/48608fba-2b59-4f10-adea-cfdaccb94de4,62986187482,60832237000160,Rua T 53 Q H21 252,Setor Marista,74150310,4.9,pedro.roberta222@gmail.com,"""Açaí""","""$""",GO,,,,,,
Açaí Gyn na Porta | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/acai-gyn-na-porta-setor-central/f946226f-aab2-475a-8e99-9ea02384b5a1,62996194268,58608821000195,Avenida Araguaia 889,Setor Central,74055230,4.8,topdeliverya@gmail.com,"""Açaí""","""$""",GO,,,,,,
Massas Delivery | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/massas-delivery-setor-sul/2713d9bf-9cc1-4c98-952b-5dbca59a56eb,62996064830,44680735000189,Rua 93 196,Setor Sul,74083120,4.8,giovani94oliveira@gmail.com,"""Comida Italiana""","""$""",GO,,,,,,
Casa da Marmita Mineira | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/casa-da-marmita-mineira-setor-campinas/a82fb2c9-1337-4f44-9119-f38db31f5e09,62999105863,61993691000166,Rua Ipameri 631,Setor Campinas,74550410,4.8,diegoewattsonia@hotmail.com,"""Comida Brasileira""","""$""",GO,,,,,,
Bella Patisserie | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/bella-patisserie-vila-bela/ac4b4736-c3cb-42f8-bb7e-18f8e759e503,62995424782,34834661000134,Rua Jequitibá 100,Vila Bela,74310370,4.9,martinscorreacontabilidade@gmail.com,"""Doces &amp; Bolos""","""$""",GO,,,,,,
Parmegiana Crocante - Nova Suiça GO | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/parmegiana-crocante---nova-suica-go-nova-suica/d43d8e1c-67d5-4931-9e53-49f83b0c3d9a,62981425635,51830781000182,Avenida T 5 1448,Nova Suiça,74280020,4.2,parmegiacrocante@gmail.com,"""Comida Brasileira""","""$""",GO,,,,,,
Bebidas Empório Premium | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/bebidas-emporio-premium-setor-pedro-ludovico/e83e90f9-8786-4a7b-831d-e80e342c828e,62982270660,59579597000113,Alameda Leopoldo de Bulhões 150,Setor Pedro Ludovico,74820060,5,exatofiscal01@gmail.com,"""Cafeteria""","""$""",GO,,,,,,
Doceria Kenya Hellou Bolos e Doces | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/doceria-kenya-hellou-bolos-e-doces-jardim-america/03d31564-31c1-4cc5-b86d-161981ca7019,62999481003,37736860000106,Rua C156 285,Jardim América,74275160,4.7,rodrigomendesdasilvahellou@gmail.com,"""Doces &amp; Bolos""","""$""",GO,,,,,,
Marijuela Doces Artesanais | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/marijuela-doces-artesanais-setor-sul/8c96be94-50da-4dec-bf80-4e13378a36db,62996253399,35558544000158,Rua 103C 39,Setor Sul,74080190,4.9,ketleenc@gmail.com,"""Doces &amp; Bolos""","""$""",GO,,,,,,
Açaí Original &amp; Sorvetes | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/acai-original--sorvetes-setor-bela-vista/dbd85a35-f70e-42d3-9b44-b46d89711e30,62998238554,55840753000105,Rua T 64 467,Setor Bela Vista,74823350,4.9,dayannepriscila15@gmail.com,"""Açaí""","""$""",GO,,,,,,
Sabor de Casa - St. Pedro | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/sabor-de-casa---st-pedro-setor-pedro-ludovico/fb22f878-dc94-47b0-8aac-78cc435e85ab,62992429872,16916841000183,AL LEOPOLDO DE BULHOES 902,SETOR PEDRO LUDOVICO,74820060,4.9,lorenna.borges2015@gmail.com,"""Marmita""","""$""",GO,,,,,,
Açaí Boutique | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/acai-boutique-setor-central/07deef6e-e966-4c71-a7fb-0016d5ceccc9,62996194268,57365408000184,Avenida Araguaia 889,Setor Central,74055230,4.8,pjgazeagua@gmail.com,"""Açaí""","""$""",GO,,,,,,
Kid Abelha Oeste - Praça do Sol | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/kid-abelha-oeste---praca-do-sol-setor-oeste/661c25e0-b1e6-4a22-ab81-c6e2b1da21c8,62994395818,55082799000102,Rua 13 0,Setor Oeste,74120060,4.7,teixeiracleiber5@gmail.com,"""Lanches""","""$""",GO,,,,,,
Doutor Açaí Tamandaré | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/doutor-acai-tamandare-setor-oeste/9b8ecc2c-5b95-4560-a109-003d1a3cad0c,62993096936,21685746000237,Rua 7 742,Setor Oeste,74110090,4.9,softcontabilidade@hotmail.com,"""Sorvetes""","""$""",GO,,,,,,
Cabañero Tex-mex | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/cabanero-tex-mex-setor-marista/a16721c4-0700-4de3-8648-f4febc5a584b,62981458055,27235505000191,RUA 9 2470,SETOR MARISTA,74150130,4.8,leobsilva@gmail.com,"""Comida Mexicana""","""$$$$""",GO,,,,,,
Xeriff Bar Restaurante Almoço e Jantinha Prato Executivo e Marmitex | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/xeriff-bar-restaurante-almoco-e-jantinha-prato-executivo-e-marmitex-setor-central/e25b7e1f-039c-417b-aced-773dca5f18d8,62981016451,22425745000135,Rua 4 92,Setor Central,74020060,4.7,,"""Comida Brasileira""","""$$""",GO,,,,,,
Panda Açai 062 | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/panda-acai-062-setor-leste-universitario/70a1493b-a1fb-44c5-b569-f7f978de9aee,62999416968,62975231000178,Avenida Universitária 793,Setor Leste Universitário,74605010,4.7,tropkiller007@gmail.com,"""Açaí""","""$""",GO,,,,,,
Cravo &amp; Canela Confeitaria - St. Bueno | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/cravo--canela-confeitaria---st-bueno-setor-bueno/587988dc-bf2b-42ac-89f0-3411890763af,62981687893,00264382000160,AV T 10 235,SETOR BUENO,74175120,4.8,cravoecanela_sf@yahoo.com.br,"""Doces &amp; Bolos""","""$$$""",GO,,,,,,
tempero da vovó | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/tempero-da-vovo-setor-aeroporto/87767124-9be6-4907-af43-34d5093699d2,62984923957,47423989000100,Rua 6-A 140,Setor Aeroporto,74075220,4.8,thalison58.2021@gmail.com,"""Marmita""","""$""",GO,,,,,,
Sal a Gosto Restaurante | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/sal-a-gosto-restaurante-setor-central/202ef57b-3adb-4f27-9187-be66d19d8d33,62981794186,18129799000186,Rua 21  485,Setor Central,74030070,4.7,rdprodutoseservicos@gmail.com,"""Comida Brasileira""","""$""",GO,,,,,,
Brasa Espetinhos e Cia | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/brasa-espetinhos-e-cia-setor-bueno/71ee0b45-b1b5-44f9-9684-bc6731040ec1,62991130037,59392920000145,Rua T 48 857,Setor Bueno,74210190,4.9,wanderley80@gmail.com,"""Comida Brasileira""","""$""",GO,,,,,,
Cantinho dos Caldos | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/cantinho-dos-caldos-jardim-america/d5d2f2fb-2143-406b-ad33-027e08e790ef,62981338180,53247997000145,Rua C-25 0,Jardim América,74265150,4.5,symarassousa@gmail.com,"""Sopas &amp; Caldos""","""$""",GO,,,,,,
Rota do Açaí | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/rota-do-acai-st-sul/db8a9b4d-4983-47a6-a606-818a319874a1,62981193638,55423276000174,R. 83 30,St. Sul,74083195,4.6,joaolucasdepaulalima@gmail.com,"""Açaí""","""$""",GO,,,,,,
Açaí Delivery Premium | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/acai-delivery-premium-setor-central/ea7cc039-342f-464a-af88-7f7d99b93082,62996194268,52687628000100,Avenida Araguaia 889,Setor Central,74055230,4.7,geovannaandrade2409@gmail.com,"""Açaí""","""$""",GO,,,,,,
Boutique do Brigadeiro Doceria | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/boutique-do-brigadeiro-doceria-setor-central/2bc25c46-d40e-4865-a22f-b226d9d86bf0,62996355919,52861140000158,Avenida Araguaia 340,Setor Central,74030075,4.9,nathaliadinizr@gmail.com,"""Doces &amp; Bolos""","""$""",GO,,,,,,
Salgadou Salgados  | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/salgadou-salgados-setor-novo-horizonte/cacb4134-aead-4cbd-ae15-d91b619e8622,62991939107,55242717000131,Rua A8 138,Setor Novo Horizonte,74365090,4.8,katiakpda@gmail.com,"""Salgados""","""$""",GO,,,,,,
Rota Burguer E Hot Dog  24 Horas | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/rota-burguer-e-hot-dog--24-horas-setor-leste-universitario/385949d6-5d51-4c57-ae02-ebb9381b2b6a,62985071874,38226489000197,PRACA SAO FRANCISCO DE ASSIS 148,Setor Leste Universitário,74603020,4.5,hilquiasbatistaa@hotmail.com,"""Hambúrguer""","""$""",GO,,,,,,
Pastel Universitário Kabru | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/pastel-universitario-kabru-setor-leste-universitario/acb2723b-a1e5-4c27-93ac-119c177d2bc3,62982160079,49396390000150,Rua 233 220,Setor Leste Universitário,74605120,4.7,kabruburger@gmail.com,"""Pastel""","""$""",GO,,,,,,
Açaí Sublime | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/acai-sublime-setor-oeste/aaf73e38-6e7f-4a63-b64b-1c50f768db87,62984462680,22972191000196,RUA 15 369,SETOR OESTE,74140035,5,acaisublime@gmail.com,"""Açaí""","""$$""",GO,,,,,,
Galeto Peruano  | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/galeto-peruano-setor-campinas/9464084c-ea9e-48d4-89a9-6712a52dad98,62992802881,50633204000138,Avenida Pará 633,Setor Campinas,74520100,4.9,sistema.ger@gmail.com,"""Comida Peruana""","""$""",GO,,,,,,
Yellow Sanduucheria | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/yellow-sanduucheria-setor-coimbra/8633beed-5ac8-474d-954b-dbf26697911d,62991755694,63283016000179,Avenida Castelo Branco 1400,Setor Coimbra,74530010,4.8,,"""Hambúrguer""","""$""",GO,,,,,,
Pastelaria Cambitos da Rainha St. Marista | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/pastelaria-cambitos-da-rainha-st-marista-setor-marista/d6ad42d2-1934-4d2b-861c-6202cac4009b,62985714033,45531201000153,Avenida Portugal 744,Setor Marista,74140020,5,fernandomachado40456@hotmail.com,"""Pastel""","""$""",GO,,,,,,
Pipocas Doces - Popcorn Gourmet | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/pipocas-doces---popcorn-gourmet-setor-marista/7769d0fc-8e30-4ad0-9aba-3d75256a8ec1,62981877387,52475629000191,Avenida Portugal 1148,Setor Marista,74150030,4.7,oliveiraaraujocontabilidade@gmail.com,"""Doces &amp; Bolos""","""$""",GO,,,,,,
Empório Cristal | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/emporio-cristal-setor-bueno/b6976ed6-cb41-457d-a3d2-0089cf8a5060,62996314099,05782234000232,Avenida T 1 1508,Setor Bueno,74215022,4.6,sac@buffetcristal.com.br,"""Comida Contemporânea""","""$""",GO,,,,,,
Carregadores e Eletrônicos | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/carregadores-e-eletronicos-setor-dos-funcionarios/c97c6d89-67de-4521-91a6-c8c712eab4c2,62981866938,60532121000106,Rua P 5 82,Setor dos Funcionários,74543160,4.9,contato@goinsights.com.br,"""Açaí""","""$""",GO,,,,,,
Açaí Goiás - Company | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/acai-goias---company-setor-pedro-ludovico/99b3c25e-a1e1-4427-8675-7d192ab7257e,62993258791,50956019000184,Alameda Couto Magalhães 1068,Setor Pedro Ludovico,74825040,4.2,dutramariaaparecida77@gmail.com,"""Açaí""","""$""",GO,,,,,,
"Comida de Vó - Marmitex, Jantinha, Espetinho, Lanches e Sanduíche | GOIANIA | iFood",https://www.ifood.com.br/delivery/goiania-go/comida-de-vo---marmitex-jantinha-espetinho-lanches-e-sanduiche-setor-oeste/f2deb7bf-f03d-4ef4-b226-9296507382ff,62993964035,32745139000150,Avenida R 11 589,Setor Oeste,74120030,4.2,comidadevogyn@gmail.com,"""Comida Brasileira""","""$""",GO,,,,,,
ESFIHAS CHIC &amp; PIZZARIA | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/esfihas-chic--pizzaria-jardim-america/4be18807-809d-46ba-b1ef-589905bbd504,62993996051,37277110000105,Rua c 174 0,jardim américa,74250280,4.9,valeriazlo186@gmail.com,"""Cozinha Rápida""","""$""",GO,,,,,,
Tapiocaria da Quezia | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/tapiocaria-da-quezia-lorena-parque/f1dff6a0-d884-47b4-ab30-178fd16902bd,62996198167,41489132000106,Rua Cristóvão Colombo 0,Lorena Parque,74483720,4.9,jonasexecutivo74@gmail.com,"""Típica do Norte""","""$""",GO,,,,,,
Yasmin Açai e marmitas | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/yasmin-acai-e-marmitas-jardim-guanabara-iv/15c545ea-66c5-4626-bf03-967d9e94c334,62995330987,47302201000107,Rua JG2 11,Jardim Guanabara IV,74683705,0,rilisnascimento@gmail.com,"""Mineira""","""$""",GO,,,,,,
Tribo Fit | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/tribo-fit-setor-leste-universitario/7b9746da-b67f-45a0-b287-7383b44bb2b1,62984592063,26690418000161,Rua 226 654,Setor Leste Universitário,74610130,5,helendpn@gmail.com,"""Congelados""","""$""",GO,,,,,,
Cozinha Artesanal Raiz Brasileira   | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/cozinha-artesanal-raiz-brasileira-setor-leste-universitario/d2ffa1e6-c1d0-467b-9c26-59b573136db0,62984711338,62905117000171,Rua 229 prédio verde  15,Setor Leste Universitário,74605090,5,tapiocariaemporiodosabor@gmail.com,"""Nordestina""","""$""",GO,,,,,,
Aeropharma-drogaria Paulistana | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/aeropharma-drogaria-paulistana-aeroporto-internacional-santa-genoveva/25cce41e-8b87-4468-beed-e8c5f67e71c6,62981436254,,Alameda 4 1160,Aeroporto Internacional Santa Genoveva,74672856,5,,,"""CHEAPEST""",GO,,,,,,
Pet Shop Empório dos Animais | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/pet-shop-emporio-dos-animais-residencial-vereda-dos-buritis/2f0f9b56-c932-4743-a6f7-390fe4810301,62984508798,,Rua VB 26 30,Residencial Vereda dos Buritis,74370679,5,,,"""CHEAPEST""",GO,,,,,,
Salada de Frutas Heylen | APARECIDA DE GOIANIA | iFood,https://www.ifood.com.br/delivery/aparecida-de-goiania-go/salada-de-frutas-heylen-conjunto-cruzeiro-so-sul/491a725f-5a4b-497e-9648-a7e1dec5b7ab,62994375843,49914390000102,Avenida Newton Marques Ferreira 0,Conjunto Cruzeiro so sul,74917210,0,13andres.ceri@gmail.com,"""Colombiana""","""$""",GO,,,,,,
Distribuidora América | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/distribuidora-america-st-santos-dumont/4d0a3552-8eba-45cb-a433-fab9ce8653a8,62986348742,,R. 3 285,St. Santos Dumont,74463450,5,,,"""CHEAPEST""",GO,,,,,,
Crepe Mania | APARECIDA DE GOIANIA | iFood,https://www.ifood.com.br/delivery/aparecida-de-goiania-go/crepe-mania-chacara-sao-pedro/850bd6c7-39d5-4e81-a2e1-fb29bd98dbe2,62994323442,54520228000131,ALAMEDA A 177,CHACARA SAO PEDRO,74923090,0,daniloteles1627@gmail.com,"""Crepe""","""$""",GO,,,,,,
Drogaria Menor Preço - Unidade 9  | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/drogaria-menor-preco---unidade-9-setor-morada-do-sol/9101d959-3b75-4747-86fc-e0e902ca3715,62992642332,,Avenida Mangalô 227,Setor Morada do Sol,74475115,5,,,"""CHEAPEST""",GO,,,,,,
Gto Tech Eletronicos | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/gto-tech-eletronicos-setor-centro-oeste/9119f701-dbcb-42ef-a6b9-9958acc99e9d,62999808814,,Avenida Bernardo Sayão 646,Setor Centro Oeste,74550020,5,,,"""CHEAPEST""",GO,,,,,,
Unishop Biglimp | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/unishop-biglimp-jardim-mariliza/a2a391d6-becb-4094-b58a-6dc0c2df66dd,62985352065,,R. Caraíba 55,Jardim Mariliza,74885090,5,,,"""CHEAPEST""",GO,,,,,,
LOJA FECHADA | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/loja-fechada-residencial-recanto-do-bosque/cd81d336-02b9-43fa-babc-3c0d6095d440,62981657075,60454546000144,Rua RB-11 0,Residencial Recanto do Bosque,74474366,0,chapaquete.sanduicheria@gmail.com,"""Gaúcha""","""$""",GO,,,,,,
. | APARECIDA DE GOIANIA | iFood,https://www.ifood.com.br/delivery/aparecida-de-goiania-go/-jardim-nova-era/df176deb-56d3-4249-b728-5e12068ed42d,62993632325,42159531000171,Avenida Graça Aranha 0,Jardim Nova Era,74920365,0,erica022@hotmail.com,"""Xis""","""$""",GO,,,,,,
Pet Mega Pet Shop | GOIANIA | iFood,https://www.ifood.com.br/delivery/goiania-go/pet-mega-pet-shop-setor-santa-rita-vii/ea7b6b05-faa3-4606-a5dd-972ad796adde,62984822035,,Avenida Interligação 809,Setor Santa Rita VII,74370520,5,,,"""CHEAPEST""",GO,,,,,,
Restaurante Aimi Comida Brasileira | RIO DE JANEIRO | iFood,https://www.ifood.com.br/delivery/rio-de-janeiro-rj/restaurante-aimi-comida-brasileira-santo-cristo/e893dfe2-b241-4f74-8e87-94e42d7097bd,21984545037,54978307000190,Rua Santo Cristo 62,Santo Cristo,20220303,4.9,contato@aimibrasil.com.br,"""Comida Brasileira""","""$""",RJ,,,,,,
Japarioca Sushi | RIO DE JANEIRO | iFood,https://www.ifood.com.br/delivery/rio-de-janeiro-rj/japarioca-sushi-rio-comprido/2af079e2-0c3c-4582-b133-c1c9c258a847,21972677070,37711373000180,RUA DO MATOSO 182,RIO COMPRIDO,20270134,4.9,elisabetetmfaria@gmail.com,"""Comida Japonesa""","""$$$$$""",RJ,,,,,,
Parada Obrigatória  | RIO DE JANEIRO | iFood,https://www.ifood.com.br/delivery/rio-de-janeiro-rj/parada-obrigatoria-santo-cristo/c72b1e5d-795d-4fd5-a755-8b714f3d0313,21980757921,21790140000180,rua santo cristo  135,Santo Cristo,20220302,4.7,nathalialuize.alves@gmail.com,"""Lanches""","""$$""",RJ,,,,,,
Tataki Sushi | RIO DE JANEIRO | iFood,https://www.ifood.com.br/delivery/rio-de-janeiro-rj/tataki-sushi-rio-comprido/fa6e1b7a-9cbc-445c-bbec-5248b8f2dcc3,21998207700,31855914000168,RUA DO MATOSO 182,RIO COMPRIDO,20270134,4.9,raphaeltmfaria@gmail.com,"""Comida Japonesa""","""$$$$""",RJ,,,,,,
Yakissoba de Chef | RIO DE JANEIRO | iFood,https://www.ifood.com.br/delivery/rio-de-janeiro-rj/yakissoba-de-chef-praca-da-bandeira/03c2ce8f-a1e2-4fad-946b-6c8ec7c7a13b,21982067010,27291221000112,Rua São Valentim 30,Praça da Bandeira,20260110,4.8,pachecob.vagner@gmail.com,"""Comida Chinesa""","""$$$""",RJ,,,,,,
Açaí Amor Carioca | RIO DE JANEIRO | iFood,https://www.ifood.com.br/delivery/rio-de-janeiro-rj/acai-amor-carioca-rio-comprido/1d62a336-4780-4f0b-a972-fb7ed21ee790,21988528213,57271782000110,Rua Barão de Itapagipe 10,Rio Comprido,20261005,4.8,natallia020405santos@gmail.com,"""Açaí""","""$""",RJ,,,,,,
