name,url,phone,cnpj,streetAddress,neighborhood,zipcode,rating,email,cuisine,priceRange
Pizzaria Pappinne | CARIACICA | iFood,https://www.ifood.com.br/delivery/cariacica-es/pizzaria-pappinne-vila-palestina/04e96d2d-98a4-4d40-abaa-5b4828e7e5cc,997044669,60354930000175,Rua das Cruzadas 158,Vila Palestina,29145820,4.6,false,"""Pizza""","""$"""
"La Chapa Maria Ortiz - Pizzas, Lanches e Porções | VITORIA | iFood",https://www.ifood.com.br/delivery/vitoria-es/la-chapa-maria-ortiz---pizzas-lanches-e-porcoes-maruipe/70465589-e231-4e2e-8446-d81c97afd046,999517353,50605661000119,Avenida Coronel José Martins de Figueiredo 1235,Maruípe,29043060,4.8,false,"""Pizza""","""$"""
Restaurante da Ilha | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/restaurante-da-ilha-maruipe/76af7fab-0f2b-4297-ae1d-7c46bf864246,992878117,55554416000143,Rua José Cassiano dos Santos 440,Maruípe,29043085,4.8,false,"""Marmita""","""$"""
Confeitaria Doces Fernanda Kelly | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/confeitaria-doces-fernanda-kelly-vila-batista/7aa88bc3-9ad0-41bf-9736-9bb25f38291b,996255450,59065368000180,AVENIDA JERONIMO MONTEIRO 3884,VILA BATISTA,29116025,4.8,false,"""Doces &amp; Bolos""","""$$$"""
Italin House Macarrão Gourmet - Vitória | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/italin-house-macarrao-gourmet---vitoria-santa-luiza/7b78cca9-6a69-4e8c-9048-f5ab15942779,999997800,58021251000132,R. Cândido Portinari 50,Santa Luíza,29045415,4.8,false,"""Comida Italiana""","""$"""
Açaí dos Reis - Maruipe  | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/acai-dos-reis---maruipe-santa-cecilia/8b1525cd-4521-44a9-965e-491c8c69ef49,996442464,25039387000110,Rua José Cassiano dos Santos 440,Santa Cecilia,29043085,4.7,false,"""Açaí""","""$"""
Rock Burger Express - Praia do Canto | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/rock-burger-express---praia-do-canto-praia-do-canto/8c82724a-5976-409a-81bd-65d18b487b54,992243572,52584329000140,Rua Eugênio Netto 82,Praia do Canto,29055270,4.6,false,"""Lanches""","""$$$"""
Mundo Gourmet Lanches e Açaí | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/mundo-gourmet-lanches-e-acai-aribiri/8dcdba68-d8f0-4cab-9d71-2cd769290e36,997569247,59002239000143,Rua José Bonifácio 2231,Aribiri,29120380,4.9,false,"""Lanches""","""$"""
Sonho Azul Confeitaria | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/sonho-azul-confeitaria-jardim-colorado/b0189392-aae9-423b-95b3-7609a71b0261,988329367,37141696000186,Travessa Jasmim 20,Jardim Colorado,29104740,4.9,false,"""Doces &amp; Bolos""","""$"""
Spettaria &amp; Cia Vix | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/spettaria--cia-vix-praia-do-sua/b320879b-095a-4d0d-85c8-9a1c3a4ef715,999180055,54233214000137,Rua Ulisses Sarmento 420,Praia do Suá,29052320,4.3,false,"""Comida Brasileira""","""$"""
Imperio Foods | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/imperio-foods-jucutuquara/c9ed077f-0f28-43f3-a151-722f68be1b2c,999681712,59150652000155,Avenida Alberto Torres 763,Jucutuquara,29040700,4.8,false,"""Lanches""","""$"""
Dona Neida Frango Frito | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/dona-neida-frango-frito-bento-ferreira/d0d51ccb-d189-43a8-b5ec-9c15bdf407ce,32076649,49364517000159,Rua Henrique Rosetti 210,Bento Ferreira,29050700,5,false,"""Lanches""","""$"""
Ted&#x27;s Chippy | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/teds-chippy-maruipe/ebc83b3e-556e-4967-acaa-5519e48fdfd4,32331000,40013477000126,AVENIDA CORONEL JOSE MARTINS DE FIGUEIREDO 349,MARUIPE,29043060,4.4,false,"""Pizza""","""$$$"""
Meatpack Executivo | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/meatpack-executivo-praia-do-canto/033420f2-ee17-4a3d-ba68-0fccd841709a,30265646,40039880000124,Rua Joaquim Lírio 610,Praia do Canto,29055460,4.8,false,"""Comida Brasileira""","""$"""
Padaria Monte Libano Vitoria | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/padaria-monte-libano-vitoria-praia-do-canto/3b5c65ca-352d-43f1-b1a6-ffd9cb1e8f14,992925469,09290910000120,Avenida Rio Branco 1512,Praia do Canto,29055642,4.9,false,"""Padaria""","""$$$"""
Açaí dos Reis - Maria Ortiz | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/acai-dos-reis---maria-ortiz-goiabeiras/5ce03c5e-5860-4878-a5d9-797f4b60469d,996442464,25039387000110,Avenida Fernando Ferrari 1890,Goiabeiras,29075010,4.4,false,"""Açaí""","""$"""
China in Box - Vitória | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/china-in-box---vitoria-santa-helena/5d9ff9cc-ea4e-4f2d-9c11-f1402c3db251,33350712,57912796000176,PRACA CRISTOVAO JAQUES 33,SANTA HELENA,29055070,4.5,false,"""Comida Chinesa""","""$$$$"""
Delicias da Nat! | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/delicias-da-nat-maruipe/6681f3f6-5ab4-4dc5-a7cd-023ffee56f48,997749158,33534794000122,Avenida Coronel José Martins de Figueiredo 1100,Maruípe,29043060,4.7,false,"""Marmita""","""$"""
Lau Sweeties Confeitaria &amp; Doceria | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/lau-sweeties-confeitaria--doceria-praia-do-sua/68ad75f1-09d0-44e2-a61e-ea1fb36a0194,40032665,47203691000194,Rua Desembargador Ferreira Coelho 113,Praia do Suá,29052210,4.9,false,"""Doces &amp; Bolos""","""$"""
Kfc - Frango Frito - Shopping Vitória | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/kfc---frango-frito---shopping-vitoria-enseada-do-sua/71c2615d-b696-44fe-a316-14deadd99b01,999446247,58891504011406,"AVENIDA AMERICO BUAIZ, 200 - LOJA 256 ED SHOP VITORIA 200",ENSEADA DO SUÁ,29050420,4.7,false,"""Lanches""","""$"""
Açai Elegance - Açaiteria  | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/acai-elegance---acaiteria-gurigica/7e575e12-48ec-48b2-837b-9402c0e48bc2,992933402,56868266000105,Rua Maria da Paixão Santos 296,Gurigica,29046060,4.9,false,"""Açaí""","""$"""
Frango Assado da Ilha de Santa Maria | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/frango-assado-da-ilha-de-santa-maria-ilha-de-santa-maria/95d89ecf-b73c-4cdb-a27c-be30c07031fc,996223722,11334310000169,Rua Hermes Curry Carneiro 245,Ilha de Santa Maria,29051210,4.8,false,"""Carnes""","""$"""
Camarada Camarão - Vitória | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/camarada-camarao---vitoria-enseada-do-sua/b89633e4-8dd6-45da-91ee-a50374380dc5,987672736,32678980001578,AV AMERICO BUAIZ 200,ENSEADA DO SUA,29050420,4.7,false,"""Frutos do Mar""","""$"""
Doceria do Léo - Cobilandia | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/doceria-do-leo---cobilandia-cobilandia/c46f2aa6-f71a-42b9-8850-df0306a35dbd,40032665,24067276000155,Avenida João Francisco Gonçalves 751,Cobilândia,29111300,4.8,false,"""Doces &amp; Bolos""","""$"""
Mahai - Praia do Canto | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/mahai---praia-do-canto-praia-do-canto/c9cccb16-ef28-4015-bcfa-6ead526838bb,31000011,34084985000100,Rua Aleixo Netto 577,Praia do Canto,29055145,4.9,false,"""Comida Brasileira""","""$"""
Rafa&#x27;s Pizza Jucutuquara | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/rafas-pizza-jucutuquara-jucutuquara/d366ce1f-11ce-47e6-98c7-44134b03ab72,999971394,38819597000173,Avenida Paulino Muller 923,Jucutuquara,29040715,4.7,false,"""Pizza""","""$"""
Outback - Shopping Vitória | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/outback---shopping-vitoria-enseada-do-sua/d818d7e9-d598-4673-aa70-9c3fd3a7d337,34427594,17261661005051,Avenida Américo Buaiz 200,Enseada do Suá,29050902,4.7,false,"""Lanches""","""$$$$$"""
Sena Gourmet Restaurante | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/sena-gourmet-restaurante-centro/e1e4db96-d3fc-4d44-a950-c4ef54266390,40032665,50259708000130,R. Prof. Baltazar 120,Centro,29015180,4.8,false,"""Comida Brasileira""","""$"""
Rock Burger - Praia do Canto | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/rock-burger---praia-do-canto-praia-do-canto/f6c1b34a-3da2-4dbb-96fe-e8ece4541ad9,992243572,52584329000140,Rua Eugênio Netto 82,Praia do Canto,29055270,4.6,false,"""Comida Brasileira""","""$$$"""
Vips Comida Brasileira | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/vips-comida-brasileira-santa-lucia/12b08f73-1abe-413c-a1b7-7eb76cb879be,40032665,47679130000166,"Rua Fortunato Ramos, 140, Santa Lúcia, 0, Santa Lúcia, 0, Santa Lúcia, 0, Santa Lúcia, 0, Santa Lúcia, 0, Santa Lúcia, 0, Santa Lúcia 0",Santa Lúcia,29056020,4.9,false,"""Marmita""","""$"""
Churrasquinho Lospapas - J.p | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/churrasquinho-lospapas---jp-jardim-da-penha/281b6d15-84ef-4899-bb2d-3969cd53120a,40032665,30924246000110,Rua Eugenílio Ramos 665,Jardim da Penha,29060130,4.8,false,"""Carnes""","""$$$"""
Vips Restaurante e Delivery | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/vips-restaurante-e-delivery-santa-lucia/30cf9005-35df-4b9b-9549-a16d7d8279e6,21420610,06322660000175,Rua Fortunato Ramos 140,Santa Lúcia,29056020,4.9,false,"""Marmita""","""$$"""
One Burger - Hamburgueria | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/one-burger---hamburgueria-maruipe/3ed894ba-dd14-4257-a1cc-aa2ae08b1866,999999572,57732531000196,Av. Maruípe 557,Maruípe,29043210,4.8,false,"""Lanches""","""$"""
Nema Padaria - Praia do Canto | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/nema-padaria---praia-do-canto-praia-do-canto/593e3a45-48e6-44ed-a9b5-8137e2ed9b0e,996076242,50826397000143,Avenida Rio Branco 1305,Praia do Canto,29055642,5,false,"""Padaria""","""$"""
Smash! Hamburgueria - Express | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/smash-hamburgueria---express-consolacao/6012da53-ad0f-4e5c-bda5-cc27a4f3756a,996154883,33376890000190,Rua Jolindo Gagno 31,Consolação,29045590,4.9,false,"""Lanches""","""$"""
By Rock Steakhouse | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/by-rock-steakhouse-praia-do-canto/644725b1-fc69-4bf2-906e-1c3525337903,989013186,21356619000103,Rua Eugênio Netto 82,Praia do Canto,29055270,4.5,false,"""Comida Brasileira""","""$$$$"""
Famintos Marmitex | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/famintos-marmitex-maruipe/64e9f6f3-73f3-4f22-b8bd-87ee4a541639,996877100,51588006000162,Rua Arlethe Buaiz 74,Maruípe,29043145,4.8,false,"""Marmita""","""$"""
Pgdp Lanches e Açaí | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/pgdp-lanches-e-acai-ilha-de-santa-maria/73480cac-9517-46b9-a445-19f3e0139056,996880622,47651000000115,Rua José Carvalho 281,Ilha de Santa Maria,29051220,4.9,false,"""Lanches""","""$"""
Green Station - Bento Ferreira | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/green-station---bento-ferreira-bento-ferreira/804bf6a7-b966-4a72-afde-235d2d6f30a7,998334798,56236746000153,Rua Amélia da Cunha Ornelas 480,Bento Ferreira,29050620,4.8,false,"""Comida Saudável""","""$"""
Pizzaria Belíssima | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/pizzaria-belissima-itarare/89fc13c4-f724-4318-aefa-ebf862e3cd50,40030706,56157660000135,Rua das Palmeiras 318,Itararé,29047550,4.6,false,"""Pizza""","""$"""
Galleria Restaurante | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/galleria-restaurante-maruipe/8b3b7ac7-8fdd-41bc-9f9c-922b117ef504,997749158,48631490000150,Avenida Coronel José Martins de Figueiredo 1100,Maruípe,29043060,4.8,false,"""Marmita""","""$"""
Melt Burger Hamburgueria | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/melt-burger-hamburgueria-praia-do-canto/a7179e73-ce9a-4752-9d22-f0875d109dbc,40030053,19385883000123,R AFONSO CLAUDIO 259,PRAIA DO CANTO,29055570,4.9,false,"""Lanches""","""$$$$"""
A Lenha - Pizzaria | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/a-lenha---pizzaria-tabuazeiro/d19c572e-986b-4ce8-9749-19c0da148738,996293253,50609793000119,Avenida Coronel José Martins de Figueiredo 485,Tabuazeiro,29043405,4.7,false,"""Pizza""","""$"""
Cavendish - Restaurante | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/cavendish---restaurante-mata-da-praia/d7664152-2b67-41c0-8ccf-7262ed9001e9,998358817,24814585000222,Avenida Desembargador Dermeval Lyrio 0,Mata da Praia,29065340,4.7,false,"""Comida Brasileira""","""$"""
Los Papas Bento Ferreira | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/los-papas-bento-ferreira-bento-ferreira/e1e0773d-55e4-4a33-8872-33f737d8c1d5,40032665,38025569000184,Avenida Carlos Moreira Lima 301,Bento Ferreira,29050652,4.9,false,"""Carnes""","""$"""
Haru Sushi | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/haru-sushi-praia-do-sua/f0500a28-c24e-4020-b8e6-d956c6df31ed,997874015,60762405000199,Av. Nossa Sra. dos Navegantes 205,Praia do Suá,29052150,4.8,false,"""Comida Japonesa""","""$"""
Suburbanos Pizza Rústica (vit1) | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/suburbanos-pizza-rustica-vit1-santa-lucia/f76aae2a-b1bf-49e4-9dd7-bd838e722530,24217000,57993624000174,R EUGÊNIO NETTO 767,Santa Lúcia,29056240,4.9,false,"""Pizza""","""$"""
# Spetacollo em Casa ! | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/-spetacollo-em-casa--santa-lucia/fdd6b69c-4870-4f74-aeba-2fd4f591547e,981005554,55969241000135,R EUGENIO NETTO 695,SANTA LUCIA,29056235,4.9,false,"""Comida Brasileira""","""$$$$$"""
Mercearia Liberdade Vix | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/mercearia-liberdade-vix-santa-lucia/ffa7a2ed-bd57-488f-bbed-a011423455ac,40032665,27592523000120,Avenida Rio Branco 528,Santa Lúcia,29056260,4.9,false,"""Comida Asiática""","""$"""
Divino Botequim - Refeições e Petiscos | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/divino-botequim---refeicoes-e-petiscos-jardim-da-penha/0e90acaf-72ad-433a-8293-2cde6a017c2c,21424440,21064369000138,R EUGENILIO RAMOS 236,JARDIM DA PENHA,29060130,4.7,false,"""Comida Brasileira""","""$$$$$"""
Rigonito Sanduiches Artesanais | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/rigonito-sanduiches-artesanais-jardim-da-penha/1b34bd07-bc30-4541-80b2-6b76d3fdc524,30192222,26262702000137,Rua Eugenilio Ramos 665,JARDIM DA PENHA,29060130,4.8,false,"""Lanches""","""$$$"""
Cantinho Gourmet | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/cantinho-gourmet-maruipe/1f0e2a77-204b-451e-b2b3-d1f8e95b5a8d,995327680,30748053000156,AV CORONEL JOSE MARTINS DE FIGUEIREDO 960,MARUIPE,29043060,4.7,false,"""Lanches""","""$"""
Fábrica OG Burger Hamburgueria | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/fabrica-og-burger-hamburgueria-pontal-de-camburi/23645d45-fd1e-45b0-a1f2-175536747f25,997797071,51637024000197,Avenida Saturnino Rangel Mauro 1215,Pontal de Camburi,29062033,4.9,false,"""Lanches""","""$"""
Spoleto - Master Place Mall | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/spoleto---master-place-mall-barro-vermelho/2aa6973f-2bc6-4f67-b723-2f4d86d68238,40030053,28410090003808,AV NOSSA SENHORA DA PENHA 2150,BARRO VERMELHO,29057565,4.7,false,"""Comida Italiana""","""$$$"""
Madero Steak House - Shopping Vitória | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/madero-steak-house---shopping-vitoria-enseada-do-sua/2cf06689-edbd-42cf-ab1a-8d89f96553c0,34410925,13783221009262,Avenida Americo Buaiz 200,Enseada do Suá,29050420,4.7,false,"""Lanches""","""$$$$$"""
Bob&#x27;s Shopping Vitória | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/bobs-shopping-vitoria-enseada-do-sua/57dc740c-6be3-41de-b1b6-cb0b50a5c77d,999064772,28410090000450,AVENIDA AMERICO BUAIZ 200,ENSEADA DO SUA,29050902,4.7,false,"""Lanches""","""$"""
Mage Burger - Hamburgueria | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/mage-burger---hamburgueria-jardim-da-penha/8852b054-b32b-4d18-816b-88cafd3e09fc,998648460,40887760000187,Rua Carijós 720,Jardim da Penha,29060700,4.9,false,"""Hambúrguer""","""$"""
Comida Já! Parmegiana - Strogonoff e Feijoada | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/comida-ja-parmegiana---strogonoff-e-feijoada-praia-do-sua/8a18df38-85ab-48da-b91d-de6bfecdf175,08005544,60253924000121,Rua Ulisses Sarmento 420,Praia do Suá,29052320,4.4,false,"""Marmita""","""$"""
Restaurante Bife&#x27;s | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/restaurante-bifes-cobilandia/8d5ff41c-46c4-4c80-9cc5-fedb790ddcc1,998017821,11103920000151,Av. Mal Humberto de Alencar Castelo Branco 156,Cobilandia,29111500,4.8,false,"""Comida Brasileira""","""$"""
Batuta Lanches | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/batuta-lanches-sao-cristovao/b6455aa6-f542-4050-8bb4-f2d3c6b74607,33248407,24988705000127,avenida manoel marques 490,SAO CRISTOVAO,29048490,4.9,false,"""Lanches""","""$$"""
Vitoria Disk Lanches | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/vitoria-disk-lanches-jesus-de-nazareth/fc76c62c-cbed-473f-a489-2b0ecb5480e9,997151158,13254609000139,Rua Boa Vista 79,Jesus de Nazareth,29052060,4.4,false,"""Lanches""","""$"""
Mexicanto - Culinária Mexicana  | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/mexicanto---culinaria-mexicana-republica/122541d5-1625-476d-b86b-1d25859bf641,995001743,34529348000192,Avenida Presidente Costa e Silva 880,República,29070150,4.9,false,"""Comida Mexicana""","""$$$"""
Vaillants Doces | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/vaillants-doces-santa-martha/1842128f-7907-448c-b854-8f34d74eda63,998734357,51106667000104,Rua João Batista Martinho 280,Santa Martha,29046517,4.8,false,"""Doces &amp; Bolos""","""$"""
Liv Up Congelados - Vitória | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/liv-up-congelados---vitoria-consolacao/2df5d29c-9f31-43d4-b5c3-4446a2d76577,975117263,23353693000363,RUA PEDRO BOTTI 149,CONSOLACAO,29045453,4.8,false,"""Comida Brasileira""","""$"""
Duarte Burguer - Hamburgueria | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/duarte-burguer---hamburgueria-bonfim/3757c93b-ef71-40b0-9da3-f9c5dab6b87f,998700260,37568152000103,Rua Alberto Lucarelli 54,Bonfim,29047070,4.4,false,"""Lanches""","""$$"""
Lau Sweeties Doceria e Confeitaria (Itararé) | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/lau-sweeties-doceria-e-confeitaria-itarare-itarare/5ae39fc0-cdf1-4105-ae0e-78bbb4108fa3,992844327,47203691000275,Rua das Palmeiras 420,Itararé,29056210,4.8,false,"""Doces &amp; Bolos""","""$"""
Reserva do Açaí - Açaíteria | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/reserva-do-acai---acaiteria-jardim-da-penha/5e7d8c17-5ace-4731-a5b9-8aba609aeee6,999973637,17703312000164,Avenida Anísio Fernandes Coelho 1645,Jardim da Penha,29060670,4.8,false,"""Açaí""","""$"""
churrascaria Du Bom Delivery | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/churrascaria-du-bom-delivery-maruipe/6c86a837-5a13-407a-9b79-85f6824dbda7,996376944,46841211000158,Rua Marechal Hermes 78,Maruípe,29043019,4.6,false,"""Comida Brasileira""","""$"""
Vg Espetinhos | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/vg-espetinhos-praia-do-canto/80ff3bf9-f680-42bc-ba87-0c1936e2483f,33764373,37144584000189,Rua Joaquim Lírio 595,Praia do Canto,29055460,4.5,false,"""Carnes""","""$"""
Mike Frango - Bento Ferreira | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/mike-frango---bento-ferreira-bento-ferreira/856d9d57-7198-4d68-9a2b-57bb6ebdfb03,996655672,53253945000181,Avenida Carlos Moreira Lima 468,Bento Ferreira,29050652,4.3,false,"""Lanches""","""$"""
Coco Bambu Vitória | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/coco-bambu-vitoria-praia-do-canto/a90e304f-3c7d-4400-9233-b11a258869b0,30835800,43869215000156,Rua João da Cruz 10,Praia do Canto,29055620,4.7,false,"""Frutos do Mar""","""$"""
N1 Chicken Burgers | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/n1-chicken-burgers-de-lourdes/b300a27b-899b-436d-ae8d-7a689540ae24,996279874,43923967000158,Avenida Marechal Campos 459,de Lourdes,29042755,4.8,false,"""Lanches""","""$"""
Na Brasa Food Vix | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/na-brasa-food-vix-praia-do-sua/beec94bb-287a-436f-ab13-5151f779f1b5,999180055,54233214000137,Rua Ulisses Sarmento 420,Praia do Suá,29052320,4.2,false,"""Carnes""","""$"""
Açaí Bruno&#x27;s Açai - Açaiteria  | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/acai-brunos-acai---acaiteria-gurigica/d9c11b3f-e10c-4547-a1cc-c81e61459f31,992933402,51873069000160,Rua Maria da Paixão Santos 289,Gurigica,29046060,4.9,false,"""Açaí""","""$"""
Santa Salada | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/santa-salada-praia-do-sua/ddc96556-622a-4278-9834-358dae93d60d,30972697,38636819000112,Avenida João Baptista Parra 713,Praia do Suá,29052123,4.9,false,"""Comida Saudável""","""$"""
Franguinho no Box | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/franguinho-no-box-sao-cristovao/e030772e-89c5-4f64-bc2c-d055fe16e614,995186762,35573362000156,loja franguinho no box 880,São Cristovão,29048085,4.9,false,"""Frangos""","""$$$"""
Bolos Caseiros Menina do Interior Ensead | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/bolos-caseiros-menina-do-interior-ensead-praia-do-sua/027cd7d4-8d03-48fd-82c2-225593c7136c,995258138,20810102000260,Avenida João Baptista Parra 423,Praia do Suá,29052120,5,false,"""Doces &amp; Bolos""","""$"""
Hunty&#x27;s Hamburgueria - Burger Artesanal | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/huntys-hamburgueria---burger-artesanal-bento-ferreira/2a9bb89c-213c-497d-9ff6-fcd4d47ad379,30292108,20138527000194,R FRANCISCO RUBIM 380,BENTO FERREIRA,29050680,4.9,false,"""Lanches""","""$$$$"""
Gourmet Burguer | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/gourmet-burguer-bonfim/2de0b075-e3c6-4853-acf7-f3cd14092b0e,997183350,51479217000167,avenida 6,Bonfim,29047078,4.8,false,"""Lanches""","""$"""
Mana Poke - Vila Velha | VILA VELHA | iFood,https://www.ifood.com.br/delivery/vila-velha-es/mana-poke---vila-velha-praia-da-costa/62bc1365-2138-4eb6-9db1-876b67cf0a1f,31910144,56029592000129,Rua Marajó 121,Praia da Costa,29101250,4.9,false,"""Comida Saudável""","""$"""
Poke Beach - Vitória | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/poke-beach---vitoria-santa-lucia/77cbc8a7-a148-4553-a906-d9d9f0d33c65,30768756,54048420000177,Rua Constante Sodré 750,Santa Lúcia,29056310,4.7,false,"""Comida Saudável""","""$"""
Vips Restaurante | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/vips-restaurante-santa-lucia/78c5b32b-8ef7-4559-8a7d-dc1062bc09e0,999143236,06322660000175,"RUA FORTUNATO RAMOS, 140, SANTA LUCIA, 0, SANTA LUCIA 0",SANTA LUCIA,29055170,4.9,false,"""Comida Brasileira""","""$$"""
Bolos Caseiros Menina do Interior | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/bolos-caseiros-menina-do-interior-praia-do-sua/7b678166-3a61-4518-bd6f-c7ccc585046d,998573287,20810102000180,Rua Ulisses Sarmento 24,Praia do Suá,29052320,5,false,"""Doces &amp; Bolos""","""$"""
Niltinho Lanches | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/niltinho-lanches-maruipe/910f8544-4f97-4c4e-ae7b-bc8b758532b4,996645860,32220700000188,Rua Dom Pedro I 222,Maruípe,29043190,4.9,false,"""Lanches""","""$$"""
Açaí Gourmet - Açaiteria | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/acai-gourmet---acaiteria-bonfim/939fba44-e88d-4299-8051-89fe36a50cf2,988118111,48006269000101,Avenida Professor Hermínio Blackman 89,Bonfim,29047062,4.9,false,"""Açaí""","""$"""
Vila Sucos Vitória | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/vila-sucos-vitoria-praia-do-canto/dbad4386-a65b-4afc-94e6-b2109d194262,998414905,30638377000131,Rua José Teixeira 430,Praia do Canto,29055310,4.9,false,"""Salgados""","""$"""
Levei Um Bolo - Masterplace Mall | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/levei-um-bolo---masterplace-mall-barro-vermelho/f8497462-53a2-474b-9359-cf844cf3ac6d,40032665,31293416000250,Avenida Nossa Senhora da Penha 2150,Barro Vermelho,29057565,4.9,false,"""Doces &amp; Bolos""","""$"""
Green Station - Praia do Canto | VITORIA | iFood,https://www.ifood.com.br/delivery/vitoria-es/green-station---praia-do-canto-praia-do-canto/fcdd6417-0352-4bd8-8f1a-9feba78f99b0,40030053,36635777000170,AVENIDA RIO BRANCO 1540,PRAIA DO CANTO,29055643,4.7,false,"""Comida Saudável""","""$$"""
