name,url,phone,cnpj,streetAddress,neighborhood,zipcode,rating,email,cuisine,priceRange,regiao
Gigga&#x27;s Pizzaria (Av.Amadeo Barbosa) | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/giggas-pizzaria-avamadeo-barbosa-areal/5f4c42a6-d58d-4670-b392-34ee84513acf,40030053,18852085000100,Avenida Amadeu Barbosa 1188,Areal,69905853,4.8,,"""Lanches""","""$""",Rio Branco
Mata Nativa Pizzas &amp; Burgers-morada Sol | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/mata-nativa-pizzas--burgers-morada-sol-morada-do-sol/9de5ea01-f16e-4e7e-89cc-76d10bb9a660,992103596,40048805000120,Rua Urano 148,Morada do Sol,69901124,4.9,,"""Pizza""","""$""",Rio Branco
Napoli - Massa no Pote | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/napoli---massa-no-pote-bosque/c6fde9c9-ffa1-41cb-bde1-0c17d5cec657,992921000,25058042000104,Rua Pernambuco 455,Bosque,69900433,4.8,,"""Comida Brasileira""","""$""",Rio Branco
Espetão do João Delivery | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/espetao-do-joao-delivery-bosque/fc4a7926-2950-4be3-951c-d4866200ef73,992344293,44616105000145,Rua Dom Bôsco 653,Bosque,69909390,4.7,,"""Carnes""","""$""",Rio Branco
Bufalo - Churrascaria | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/bufalo---churrascaria-avenida-nacoes-unidas-numero-do-whatsappo-numero-de-whatsapp-nos-ajuda-a-ter-uma/ff722220-d477-4ab4-8afe-dd3dd3a94004,999845186,35654265000198,Avenida Nações Unidas 1348,Avenida Nações Unidas Número do WhatsappO número de Whatsapp nos ajuda a ter uma,69900520,4.7,,"""Comida Brasileira""","""$""",Rio Branco
Subway -  Via Verde Shopping | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/subway----via-verde-shopping-floresta-sul/05323797-7975-4b6a-b5f3-e60d6a507aed,40030053,18026886000108,Est da Floresta 2020,Floresta Sul,69912900,4.8,,"""Lanches""","""$$""",Rio Branco
Garagem Motorcycle Lanche - Rio Branco | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/garagem-motorcycle-lanche---rio-branco-ipase/08395f6c-1996-479e-aba4-598c35eb13a6,992114543,34762077000110,Rua Thaumaturgo de Azevedo 70,Ipase,69900339,4.8,,"""Lanches""","""$$""",Rio Branco
O Frango Burger - Chicken Delivery Rápid | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/o-frango-burger---chicken-delivery-rapid-bosque/21118083-00e2-46be-94e4-ffa6b3c31a97,992921000,55072749000136,Rua Pernambuco 755,Bosque,69900421,4.8,,"""Lanches""","""$""",Rio Branco
Jarude Restaurante Delivery | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/jarude-restaurante-delivery-conjunto-paulo-cesar/747a6c86-0160-4c32-bca1-8bd604a46ac4,32240266,38218934000177,Rua Isaura Parente 3048,Conjunto Paulo César,69919132,4.9,,"""Comida Árabe""","""$$$$$""",Rio Branco
Restaurante Churrascaria Point do Baião | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/restaurante-churrascaria-point-do-baiao-conjunto-mascarenhas-de-moraes/7b96173c-3325-42b8-b326-facb18fad233,30261037,46239751000166,Rua Rio de Janeiro 1854,Conjunto Mascarenhas de Moraes,69918012,4.9,,"""Marmita""","""$""",Rio Branco
Cantinho do Pastel | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/cantinho-do-pastel-estacao-experimental/a8797206-160d-4628-b1b5-ef161852574c,40030053,13232298000107,Av Nações Unidas 2897,Estação Experimental,69918172,4.9,,"""Lanches""","""$$""",Rio Branco
"Tempero Caseiro Express - Pediu, Chegou! | RIO BRANCO | iFood",https://www.ifood.com.br/delivery/rio-branco-ac/tempero-caseiro-express---pediu-chegou-bosque/b1162474-2bcf-4ca6-86d9-f7866d18ba7e,992921000,25058042000104,Rua Pernambuco 755,Bosque,69900421,4.9,,"""Comida Brasileira""","""$""",Rio Branco
Açaiteria Gourmet 2- Auto Posto Thalma | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/acaiteria-gourmet-2--auto-posto-thalma-wanderley-dantas/c33be3c6-9376-4d78-a100-313896985b1b,992030224,30036256000110,Estrada das Placas 1442,Wanderley Dantas,69902813,4.9,,"""Açaí""","""$""",Rio Branco
"Pa Pum! Pizzaria Rápida - Pediu, Chegou! | RIO BRANCO | iFood",https://www.ifood.com.br/delivery/rio-branco-ac/pa-pum-pizzaria-rapida---pediu-chegou-bosque/d18629bd-1820-4702-9e3f-dcc7c6e2bf0f,992921000,25058042000104,Rua Pernambuco 755,Bosque,69900421,4.9,,"""Pizza""","""$""",Rio Branco
Marlene Restaurante | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/marlene-restaurante-paz/e78f7c3a-15ba-4c9f-93b1-cbf69b1d2388,996120364,30331753000140,Estrada Alberto Torres 946,Paz,69919230,4.7,,"""Marmita""","""$""",Rio Branco
Café do Bruno | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/cafe-do-bruno-residencial-iolanda/ea94aff7-80e9-4880-be13-eedf097705b9,992428610,40495691000166,Travessa da Conquista 0,Residencial Iolanda,69918888,4.9,,"""Lanches""","""$""",Rio Branco
Freguesia Hamburgueria - Morada do Sol | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/freguesia-hamburgueria---morada-do-sol-morada-do-sol/f0d4e73a-a6fe-4cec-bdfa-1926795b208c,992292901,17721849000157,Rua Marte 1720,MORADA DO SOL,69901091,4.8,,"""Lanches""","""$$$$""",Rio Branco
El-shaday Expresspremium da Seis de Agos | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/el-shaday-expresspremium-da-seis-de-agos-seis-de-agosto/15392fd3-c0d8-4347-b3d6-f9eebaf8cef0,32442020,09510626000112,AV.DR PEREIRA PASSOS 104,SEIS DE AGOSTO,69905611,4.9,,"""Lanches""","""$$""",Rio Branco
Brasa Burger | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/brasa-burger-jardim-de-alah/1aa11022-8064-4e42-a738-aa2b814a48a3,999827070,33837237000180,Rua Fátima Maia 1397,Jardim de Alah,69915572,4.8,,"""Hambúrguer""","""$""",Rio Branco
Cantinho do Pastel -bosque | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/cantinho-do-pastel--bosque-bosque/3a1c7d7c-0d8e-428e-b630-75646226acba,999723390,60303136000100,Avenida Nações Unidas 683,Bosque,69900463,4.9,,"""Pastel""","""$""",Rio Branco
Lanche Mirante | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/lanche-mirante-abrahao-alab/64d52a59-00c4-4d0d-a224-b10523b00dc3,32273883,10556316000118,R MAJOR LADISLAU FERREIRA 1061,ABRAHAO ALAB,69907010,4.7,,"""Lanches""","""$$""",Rio Branco
Churrascaria &amp; Restaurante Q Gula | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/churrascaria--restaurante-q-gula-centro/c66ec445-79f4-4e62-bd0a-c8253b6c8533,999677070,24331912000104,Rua Rio de Janeiro 978,Centro,69918060,4.7,,"""Comida Brasileira""","""$""",Rio Branco
Avalanche | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/avalanche-nova-esperanca/d7e04ec0-1701-4634-94b1-436a50d02a4b,999920089,49191740000141,Avenida 7 de Setembro 49,Nova Esperança,69915220,4.8,,"""Lanches""","""$""",Rio Branco
Coconut Gourmet Bolos e Doces | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/coconut-gourmet-bolos-e-doces-conj-paulo-cesar-de-oliveira/18cb8c2e-4b37-47ee-8229-c278f11d685c,992625353,36219211000167,Rua Isaura Parente 3048,Conj. Paulo Cesar de Oliveira,69919132,4.9,,"""Doces &amp; Bolos""","""$""",Rio Branco
Conquest_lanche | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/conquestlanche-manoel-juliao/5b2c6cbe-428a-4c59-9ebc-4fc3ca74db23,999746385,43674057000189,Rua Áureliano Lopes 24,Manoel Julião,69918414,4.9,,"""Lanches""","""$""",Rio Branco
Floresta Lanche | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/floresta-lanche-base/5b3ecfab-a4b1-4228-980b-dd0e04e47380,984050243,39261602000138,Rua Rio de Janeiro 1824,Base,69906240,4.8,,"""Lanches""","""$""",Rio Branco
Resenha Burguer | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/resenha-burguer-vila-ivonete/933877dd-5cd8-428d-b68d-dff65f4356c4,999296571,40381033000143,Avenida Getúlio Vargas 3460,Vila Ivonete,69918616,4,,"""Lanches""","""$""",Rio Branco
Zero Grau Sorvetes | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/zero-grau-sorvetes-bairro-distrito-conjunto-monoel-juliao/d692f39d-2c11-4d1c-a75c-7a2dad6cd36f,40030053,10802530000107,LOGRADOUROR AURELIANO LOPES 86,BAIRRO/DISTRITO CONJUNTO MONOEL JULIAO,69918414,4.9,,"""Pizza""","""$$""",Rio Branco
Lá Pizza do Deck - Pizzaria Delivery Rápido | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/la-pizza-do-deck---pizzaria-delivery-rapido-dom-giocondo/3b72c8c7-b79b-46d7-8f52-6692b9d4c9a7,21028353,26136464000113,RUA DOS PROFESSORES 0,DOM GIOCONDO,69900291,4.8,,"""Pizza""","""$""",Rio Branco
Espetinho do Chico | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/espetinho-do-chico-joao-eduardo-ii/577db56b-278d-466a-a4e1-717c8464fd90,40032665,57967123000113,Rua Ozaninha 341,João Eduardo II,69911538,4.9,,"""Comida Brasileira""","""$""",Rio Branco
Ponto Certo Churrasquinho | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/ponto-certo-churrasquinho-vila-ivonete/5b667288-aace-4c41-910d-1740e6746616,999759252,04375872000195,Avenida Getúlio Vargas 3714,Vila Ivonete,69918642,4.9,,"""Carnes""","""$""",Rio Branco
Milky Moo - Via Verde Shopping | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/milky-moo---via-verde-shopping-floresta-sul/5e5af5e5-75f9-4f5a-bdf8-caa86efdee22,40032665,45882483000133,Estrada da Floresta 2320,Floresta Sul,69912900,4.9,,"""Sorvetes""","""$""",Rio Branco
Açaidera Guia | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/acaidera-guia-estacao-experimental/82fd44e0-e3cd-43e0-b8da-f4788ac322c2,992088148,53904039000108,Rua Princesa Isabel 469,Estação Experimental,69918176,4.9,,"""Açaí""","""$""",Rio Branco
Restaurante Churrascaria Baixada do Sol | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/restaurante-churrascaria-baixada-do-sol-joao-eduardo-i/becb3eb3-980f-47af-bf34-9584f0bfeeba,32285302,52011206000110,RUA CAMPO GRANDE 445,JOAO EDUARDO I,69911468,4.8,,"""Comida Brasileira""","""$""",Rio Branco
SOPARIA FLORESTA  | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/soparia-floresta-conjunto-mascarenhas-de-moraes/c680e45b-4bdd-4d37-a22c-9673685735c2,999200444,05958372000149,Rua Rio de Janeiro 1821,Conjunto Mascarenhas de Moraes,69918012,4.8,,"""Sopas &amp; Caldos""","""$""",Rio Branco
Filadelfia Gastronomia | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/filadelfia-gastronomia-jose-augusto/d014b158-392a-4cec-8084-0f5fbca831e5,992384242,42217540000171,Rua Ponta Porã 125,José Augusto,69900812,4.9,,"""Comida Japonesa""","""$""",Rio Branco
Bella Rio Branco Pães e Gastronomia | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/bella-rio-branco-paes-e-gastronomia-ceramica/efb797c2-71e7-4607-b092-0659d8c557ac,999829127,08603447000167,Avenida Ceará 761,Cerâmica,69905066,4.8,,"""Padaria""","""$""",Rio Branco
Tentadora Pizzaria e Espetinho | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/tentadora-pizzaria-e-espetinho-ivete-vargas/23e9be9d-ae6a-4270-8139-b6e20f35692f,40032665,36069498000196,Rua Leblon 120,Ivete Vargas,69900190,4.8,,"""Pizza""","""$""",Rio Branco
Suprema Burger | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/suprema-burger-bosque/23ffb1da-f984-4fbe-8f4f-7d9b012e641d,999990065,55890284000120,Via Parque 100,Bosque,69908290,4.8,,"""Lanches""","""$""",Rio Branco
Burger King - Via Verde Shopping | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/burger-king---via-verde-shopping-floresta-sul/88178c61-69c1-4be4-b9bf-6f70b9f7f31b,30035464,26995025000166,Estrada da Floresta Shopping Via Verde 2320,FLORESTA SUL,69912900,4.6,,"""Lanches""","""$$""",Rio Branco
Estação 237 Restaurante e Hamburgueria | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/estacao-237-restaurante-e-hamburgueria-estacao-experimental/9a400aac-b5af-4c18-baab-1c15730679d8,992815151,29244430000130,Travessa Icó 237,Estação Experimental,69918204,4.8,,"""Lanches""","""$""",Rio Branco
El Shaday Mercado Bosque | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/el-shaday-mercado-bosque-bosque/9c057985-540e-4ff5-8a17-f8bea5d28a8c,40032665,55713369000133,Av. Nações Unidas 635,Bosque,69900715,4.9,,"""Lanches""","""$""",Rio Branco
Água na Boca  Shopping | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/agua-na-boca--shopping-floresta-sul/a3f39668-7a0e-48ad-afd7-329df20ba33c,981213917,13698805000100,Estrada da Floresta 2320,Floresta Sul,69912900,4.7,,"""Comida Brasileira""","""$$$""",Rio Branco
Suprema Grill | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/suprema-grill-bosque/b08370e5-2e14-470a-be82-30748629560a,999531456,61095194000140,Via Parque 100,Bosque,69900415,4.9,,"""Lanches""","""$""",Rio Branco
Rio&#x27;s Pizzaria | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/rios-pizzaria-floresta/b6c830ea-8032-40e2-8223-5d40525fe0a3,40032665,43861336000151,ESTRADA DA FLORES 510,FLORESTA,69914220,4.7,,"""Pizza""","""$""",Rio Branco
Açaí Com Bolo | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/acai-com-bolo-vila-ivonete/1b3dff63-7409-4ecf-9f48-a85a394debd6,0,36174765000195,Avenida Getúlio Vargas 3702,VILA IVONETE,69918642,4.9,,"""Açaí""","""$$""",Rio Branco
Salgados Lanche do Zé  | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/salgados-lanche-do-ze-conjunto-habitacional-vila-betel-ii/208166dd-1a99-4d64-b735-446ac70b1300,992093469,62203956000148,Rua Conjunto LBA 231,Conjunto Habitacional Vila Betel II,69915296,4.9,,"""Salgados""","""$""",Rio Branco
Água na Boca Bosque | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/agua-na-boca-bosque-bosque/5f568a6b-46ad-4a87-bee8-10ee2b2ffad6,32247475,09451019000129,Rua Silvestre Coelho 646,Bosque,69900661,4.7,,"""Comida Brasileira""","""$$$$$""",Rio Branco
Café da Eli | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/cafe-da-eli-residencial-iolanda/6d0b6114-3922-4043-a804-a44f84d9249c,992577094,52990720000145,Travessa da Conquista 0,Residencial Iolanda,69918888,4.8,,"""Lanches""","""$""",Rio Branco
Deck Vila Rio - Esfihas &amp; Coxinhas | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/deck-vila-rio---esfihas--coxinhas-jardim-de-alah/706b9457-a402-41a6-a666-7b4febb08d7e,33000333,23446287000426,RUA FATIMA MAIA 390,JARDIM DE ALAH,69915572,4.8,,"""Lanches""","""$""",Rio Branco
Vivenda do Camarão - Rio Branco | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/vivenda-do-camarao---rio-branco-floresta-sul/78c95d64-0540-4ad5-8477-95e8476d816a,40030053,13631248000100,Estrada da Floresta 2320,Floresta Sul,69912900,4.7,,"""Frutos do Mar""","""$$$""",Rio Branco
Ta na Chapa Delivery - Lanches | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/ta-na-chapa-delivery---lanches-vitoria/81abd832-2ce4-44ff-a2c7-95ef46725cd0,992815890,55094024000149,Avenida Iguaçú 0,Vitória,69901692,4.8,,"""Lanches""","""$""",Rio Branco
Churrascaria Nf | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/churrascaria-nf-vitoria/8eb69c41-e16f-44b1-9415-b02bbe00c5d4,999712497,47891789000181,Estr. do São Francisco 2019,Vitória,69901815,4.7,,"""Comida Brasileira""","""$""",Rio Branco
Brasa Burger Av. Ceará | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/brasa-burger-av-ceara-bosque/c6674e4d-b275-4b20-a6fc-80a5fa2cfab6,40032665,55228296000194,Avenida Ceará 2026,Bosque,69900379,4.9,,"""Hambúrguer""","""$""",Rio Branco
Costelao da Floresta | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/costelao-da-floresta-conjunto-mascarenhas-de-moraes/f6bd598f-f341-43b2-b5f1-c22edcc6d25d,999175158,84329390000138,Rua Rio de Janeiro 1749,Conjunto Mascarenhas de Moraes,69918012,4.7,,"""Comida Brasileira""","""$""",Rio Branco
Espetão na Brasa | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/espetao-na-brasa-parque-dos-sabias/f7b57b2e-a054-4dd0-b9b2-cff2d213b08a,996102062,45228914000142,Estrada Jarbas Passarinho 834,Parque dos Sabiás,69903190,4.9,,"""Carnes""","""$""",Rio Branco
Deck Churrasco Chapas &amp; Espetos | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/deck-churrasco-chapas--espetos-capoeira/f9751722-ceb2-4709-bf32-c9ea6ca336d2,21025738,23446287000183,TV EGITO 103 103,CAPOEIRA,69905016,4.7,,"""Comida Brasileira""","""$$$""",Rio Branco
Freguesia Hamburgueria - Shopping | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/freguesia-hamburgueria---shopping-floresta-sul/24274d98-f160-4af9-905f-bb5901f8b866,992316160,26353069000192,Estrada da Floresta 2320,Floresta Sul,69912900,4.8,,"""Lanches""","""$""",Rio Branco
Marlene Salgadinhos | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/marlene-salgadinhos-conjunto-tucuma/382482be-157b-43ab-8548-a6d9e499f9b8,999332351,14003460000188,Avenida Norte 339,Conjunto Tucumã,69919784,4.9,,"""Salgados""","""$""",Rio Branco
Mario Gourmet Delivery | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/mario-gourmet-delivery-conjunto-esperanca/44fd508a-b954-448b-90f3-46b346d9d6a5,996052823,13139004000105,Rua Cruzeiro do Sul 285,Conjunto Esperança,69915122,4.9,,"""Comida Brasileira""","""$""",Rio Branco
Super Smash Burguer | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/super-smash-burguer-paz/99082927-1add-46f1-9bf4-016f56f368b2,974001212,59981246000134,Estrada Alberto Torres 986,Paz,69919230,4.4,,"""Hambúrguer""","""$""",Rio Branco
Best Burger - Hamburgueria | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/best-burger---hamburgueria-nova-estacao/c78aaf87-54ea-4130-8e6f-659d6f984a44,992430325,48167310000121,Rua Otávio Rola 327,Nova Estação,69918388,4.9,,"""Hambúrguer""","""$""",Rio Branco
Só Frango Restaurante -gal. Center Ville | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/so-frango-restaurante--gal-center-ville-jardim-de-alah/c8cb7854-6f5f-4f02-a627-b5cff75ebbe0,999540917,28466409000206,RUA FATIMA MAIA 380,JARDIM DE ALAH,69915572,4.9,,"""Comida Brasileira""","""$""",Rio Branco
Magrão Lanches Açaí Restaurante Pizzaria  | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/magrao-lanches-acai-restaurante-pizzaria-6-de-agosto/f0b9a135-9611-4de7-adc6-e26996f53c62,999619125,52365372000115,R. Dezesseis de Outubro 34,6 de Agosto,69905524,4.7,,"""Lanches""","""$""",Rio Branco
Restaurante Pao de Queijo | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/restaurante-pao-de-queijo-7-bec/647d3498-2de6-4d22-9fdf-158ef67e6db1,40032665,06039862000104,Avenida Nações Unidas 2123,7º BEC,69918093,4.9,,"""Comida Brasileira""","""$$$$""",Rio Branco
Tao Sushi &amp; Poke - (Und. Center Ville) | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/tao-sushi--poke---und-center-ville-jardim-de-alah/67d3307f-9fba-43ae-9ead-cdb3a89e5fb7,992569030,47934291000159,RUA FATIMA MAIA 208,JARDIM DE ALAH,69915572,4.9,,"""Comida Japonesa""","""$""",Rio Branco
Deck Trattoria - Massas Risotos &amp; Pizzas | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/deck-trattoria---massas-risotos--pizzas-dom-giocondo/c0960900-f124-4bbc-b5e1-2875cd969e22,33016846,23446287000264,R. Manoel Rodrigues de Souza 0,Dom Giocondo,69900282,4.7,,"""Comida Italiana""","""$$$$""",Rio Branco
Café da Suzi | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/cafe-da-suzi-bosque/0c8e7171-3e10-446b-a7d2-9a88f633455b,999140496,36912554000102,RUA CORONEL ALEXANDRINO 631,BOSQUE,69900658,4.7,,"""Cafeteria""","""$""",Rio Branco
Domino´s Pizza - Bosque | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/dominos-pizza---bosque-bosque/109dbae3-cf3e-40bf-a4aa-959a90f9297f,32249090,29315001000107,Av Nações Unidas 361,Bosque,69900721,4.7,,"""Pizza""","""$$$$""",Rio Branco
Pizzaria Master Pizza | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/pizzaria-master-pizza-vila-ivonete/25714860-5890-4071-8651-33ca3f345854,999557739,20964211000151,Avenida Antônio da Rocha Viana 2821,Vila Ivonete,69914460,4.6,,"""Pizza""","""$""",Rio Branco
Açaí Vibes | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/acai-vibes-bosque/2c34d0ab-2d1c-4910-8882-3ad7a6a17513,999084862,62154576000160,Avenida Getúlio Vargas 2211,Bosque,69900607,4.9,,"""Açaí""","""$""",Rio Branco
Espetaria - Fogão a Lenha | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/espetaria---fogao-a-lenha-nova-esperanca/771d8e38-1008-499b-9469-a2825a734572,984043946,47839321000148,Estrada da Floresta 620,Nova Esperança,69915254,4.9,,"""Comida Brasileira""","""$""",Rio Branco
Gokei Pokes &amp; Bowls - Rio Branco | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/gokei-pokes--bowls---rio-branco-bosque/e1679740-fce0-4256-b495-b842c0b39173,32249090,52453932000193,AVENIDA NACOES UNIDAS 361,BOSQUE,69900721,4.7,,"""Comida Saudável""","""$""",Rio Branco
Pizzaria do Patetao | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/pizzaria-do-patetao-dom-giocondo/4f59abb8-15e2-4913-9809-d5f0d2df4542,32264242,41594570000134,Avenida Ceará 2767,Dom Giocondo,69900300,4.8,,"""Pizza""","""$$""",Rio Branco
Lazat Pizza Estação Experimental | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/lazat-pizza-estacao-experimental-estacao-experimental/65bc8d8c-0c49-4a52-b48a-c6576b914764,40032665,32730531000207,Rua Isaura Parente 1626,Estação Experimental,69918216,4.8,,"""Pizza""","""$""",Rio Branco
El-shaday  Ruy Lino II | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/el-shaday--ruy-lino-ii-conj-rui-lino/7fd96b78-3ee2-4660-afce-7833d26e1524,992222121,37678696000110,RUA PADRE PAULINO 223,CONJ RUI LINO,69919830,4.9,,"""Lanches""","""$""",Rio Branco
el Shaday da baixada Oficial João Eduardo 1 | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/el-shaday-da-baixada-oficial-joao-eduardo-1-santa-ines/9456eaad-2ca2-4c87-8d61-e6a15cbff5cf,999230090,37096681000143,Rua da Sanacre 1132,Santa Inês,69907731,4.5,,"""Cozinha Rápida""","""$$""",Rio Branco
Marmita Top | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/marmita-top-nova-esperanca/971cb6ca-ac80-4c0e-879f-c4b2a6decb68,32232271,46126087000149,Estrada do Calafate 1119,Nova Esperança,69915196,4.1,,"""Marmita""","""$""",Rio Branco
Arena Burgers | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/arena-burgers-paz/b4c54a01-cbad-45a2-91b3-2216bf77b007,999055245,58477920000185,Rua Valdomiro Lopes 2707,Paz,69919254,4.9,,"""Lanches""","""$""",Rio Branco
Kiosque do Açaí Bosque | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/kiosque-do-acai-bosque-bosque/b652d78e-489b-4456-b4a0-906a1732d46b,992189961,36482580000229,Avenida Nações Unidas 711,Bosque,69900463,4.9,,"""Açaí""","""$""",Rio Branco
El Shaday Xavier maia Revolution  | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/el-shaday-xavier-maia-revolution-parque-dos-sabias/15bfe55d-6428-4c45-9849-3155ad40c619,999871019,58279727000130,Estrada Jarbas Passarinho 595,Parque dos Sabiás,69903190,4.7,,"""Pizza""","""$""",Rio Branco
King Burguer | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/king-burguer-paz/7801a0a7-2bfe-4cfc-97d9-d1c15f62b171,999654554,62368756000145,Estrada Alberto Torres 986,Paz,69919230,4.4,,"""Lanches""","""$""",Rio Branco
Brasa | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/brasa-preventorio/8a3e87f2-a6d8-448b-878c-09b9226093b7,99208585,59863136000178,Rua Minas Gerais 1152,Preventório,69900186,4.9,,"""Comida Brasileira""","""$""",Rio Branco
Açaiteria Premium | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/acaiteria-premium-sobral/8e87d38f-29fb-4046-bc1b-48e576e791bf,992379778,53889425000160,Avenida Sobral 1440,Sobral,69911114,4.9,,"""Açaí""","""$""",Rio Branco
